source_index,source_label,spectrum_role,object_name,ra_deg,dec_deg,spectrum_type,measurement_method,estimator_definition,bandpass,wavelength_um,wavelength_half_width_um,flux_mjy,flux_err_mjy,flux_raw_mjy,background_subtracted_mjy,background_mean_mjy_sr,ab_mag,ab_mag_err,global_background_wavelength_um,global_background_flux_mjy_per_display_pixel,global_background_flux_err_mjy_per_display_pixel,global_background_surface_brightness_mjysr,global_background_surface_brightness_err_mjysr,global_background_selected_pixels,global_background_selection_method,variance_ap_mjy2,variance_bg_mjy2,covariance_aperture_background_mjy2,variance_measurement_mjy2,variance_calibration_mjy2,variance_total_mjy2,uncertainty_method,uncertainty_draws,is_binned,n_fluxes_combined,n_images,image_names,mjds,aperture_radius_pix,aperture_radius_arcsec,local_background,annulus_inner_radius_pix,annulus_outer_radius_pix,annulus_inner_arcsec,annulus_outer_arcsec,background_median_mjy_per_pix,flag_names,flag_values,annulus_flag_names,annulus_flag_values,mask_mode,n_aperture_pixels,n_annulus_pixels,aperture_valid_area_sr,annulus_valid_area_sr,aperture_coverage,annulus_coverage,annulus_asymmetry,incomplete_aperture,incomplete_annulus,asymmetric_annulus,saturated_or_nonlinear,aperture_centroid_dra_arcsec,aperture_centroid_ddec_arcsec,annulus_centroid_dra_arcsec,annulus_centroid_ddec_arcsec,plausible_gaia_match,gaia_source_id,gaia_match_sep_arcsec,gaia_parallax_mas,gaia_parallax_error_mas,gaia_pmra_masyr,gaia_pmdec_masyr,gaia_bp_rp,gaia_g_mag,gaia_bp_mag,gaia_rp_mag
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.82465,0.01044,0.29683,0.043258,1.4014,,,17.719,0.158,,,,,,,,0.0015363,0.00014741,-0.000076130,0.0018360,0.000035242,0.0018712,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W04_2A_0096_1D1_spx_l2b-v23-2026-026.fits,61062.98161300,1.50,9.15,true,3.00,7.00,,,0.15905,SOURCE:16,2097152:16,,,mask_explicit_bits=499834615,13,155,,,0.9999999999999999,,,false,false,false,false,-0.311,0.446,0.210,-1.221,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.82724,0.01034,0.19989,0.033525,0.99395,,,18.148,0.182,,,,,,,,0.0010846,0.00013202,0.000054341,0.0011079,0.000015982,0.0011239,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W29_2A_0554_2D1_spx_l2b-v25-2026-206.fits,61240.25053800,1.50,9.15,true,3.00,7.00,,,0.11446,SOURCE:14,2097152:14,,,mask_explicit_bits=499834615,14,158,,,1.0000000000000002,,,false,false,false,false,1.049,-0.505,-0.434,1.176,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.83275,0.01017,0.29057,0.040395,1.3812,,,17.742,0.151,,,,,,,,0.0014779,0.00015442,0.000017205,0.0015980,0.000033773,0.0016317,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W05_1A_0534_2D1_spx_l2b-v23-2026-030.fits,61068.48261500,1.50,9.15,true,3.00,7.00,,,0.15699,SOURCE:16,2097152:16,,,mask_explicit_bits=499834615,12,154,,,1.0000000000000002,,,false,false,false,false,-0.058,-0.310,-5.318,4.824,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.83372,0.01042,0.29762,0.038348,1.1514,,,17.716,0.140,,,,,,,,0.0012786,0.00013619,-0.000010177,0.0014352,0.000035432,0.0014706,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2025W29_1A_0468_1D1_spx_l2b-v20-2025-260.fits,60872.49651200,1.50,9.15,true,3.00,7.00,,,0.12299,SOURCE:10,0:6;2097152:10,,,mask_explicit_bits=499834615,13,164,,,1,,,false,false,false,false,0.168,0.915,1.353,-1.001,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.84433,0.01066,0.34800,0.041333,1.4728,,,17.546,0.129,,,,,,,,0.0015076,0.00018027,0.000013916,0.0016600,0.000048441,0.0017084,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W04_2A_0096_2D1_spx_l2b-v23-2026-026.fits,61062.98310500,1.50,9.15,true,3.00,7.00,,,0.16164,SOURCE:15,2097152:15,,,mask_explicit_bits=499834615,15,156,,,1.0000000000000002,,,false,false,false,false,0.301,-0.486,-1.946,4.408,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.84673,0.01053,0.35707,0.036505,1.1927,,,17.518,0.111,,,,,,,,0.0012575,0.000099709,0.000037836,0.0012816,0.000051000,0.0013326,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W29_2A_0554_3D1_spx_l2b-v25-2026-206.fits,61240.25203100,1.50,9.15,true,3.00,7.00,,,0.12027,SOURCE:15,2097152:15,,,mask_explicit_bits=499834615,15,155,,,1,,,false,false,false,false,0.001,0.056,-0.597,1.691,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.85227,0.01038,0.39224,0.042380,1.4145,,,17.416,0.117,,,,,,,,0.0014706,0.00015109,-0.000056431,0.0017346,0.000061542,0.0017961,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W05_1A_0534_3D1_spx_l2b-v23-2026-030.fits,61068.48410700,1.50,9.15,true,3.00,7.00,,,0.14711,SOURCE:15,2097152:15,,,mask_explicit_bits=499834615,14,162,,,0.9999999999999998,,,false,false,false,false,0.705,0.267,2.878,-1.662,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.85333,0.01063,0.32362,0.039046,1.1761,,,17.625,0.131,,,,,,,,0.0013089,0.00014850,-0.000012634,0.0014827,0.000041893,0.0015246,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2025W29_1A_0468_2D1_spx_l2b-v20-2025-260.fits,60872.49800400,1.50,9.15,true,3.00,7.00,,,0.12281,SOURCE:11,0:4;2097152:11,,,mask_explicit_bits=499834615,14,161,,,1.0000000000000002,,,false,false,false,false,0.671,0.919,0.982,-3.153,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.86385,0.01089,0.28933,0.036252,1.3266,,,17.747,0.136,,,,,,,,0.0013781,0.00017089,0.00013412,0.0012807,0.000033486,0.0013142,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W05_2A_0051_1D1_spx_l2b-v23-2026-034.fits,61069.70201800,1.50,9.15,true,3.00,7.00,,,0.14950,SOURCE:16,2097152:16,,,mask_explicit_bits=499834615,12,162,,,1,,,false,false,false,false,0.007,-0.326,0.670,-1.366,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.86388,0.01089,0.35624,0.038654,1.4742,,,17.521,0.118,,,,,,,,0.0014114,0.00020497,0.000086472,0.0014434,0.000050764,0.0014941,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W04_2A_0096_3D1_spx_l2b-v23-2026-026.fits,61062.98459800,1.50,9.15,true,3.00,7.00,,,0.16093,SOURCE:16,2097152:16,,,mask_explicit_bits=499834615,16,120,,,1,,,false,false,false,false,0.459,0.180,-7.054,5.816,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.86675,0.01079,0.28184,0.035400,1.0988,,,17.775,0.136,,,,,,,,0.0012471,0.00015109,0.000088406,0.0012214,0.000031774,0.0012531,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W29_2A_0554_4D1_spx_l2b-v25-2026-206.fits,61240.25352300,1.50,9.15,true,3.00,7.00,,,0.11752,SOURCE:15,2097152:15,,,mask_explicit_bits=499834615,14,161,,,1,,,false,false,false,false,1.035,0.694,-2.623,0.455,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.87207,0.01068,0.27438,0.037686,1.3050,,,17.804,0.149,,,,,,,,0.0013637,0.00013910,0.000056344,0.0013901,0.000030114,0.0014202,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W05_1A_0534_4D1_spx_l2b-v23-2026-030.fits,61068.48560000,1.50,9.15,true,3.00,7.00,,,0.14834,SOURCE:16,2097152:16,,,mask_explicit_bits=499834615,14,156,,,1.0000000000000002,,,false,false,false,false,0.728,-0.574,1.081,-1.259,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.87376,0.01098,0.20582,0.034605,1.0278,,,18.116,0.183,,,,,,,,0.0011172,0.00011473,0.000025694,0.0011806,0.000016944,0.0011975,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2025W29_1A_0468_3D1_spx_l2b-v20-2025-260.fits,60872.49949700,1.50,9.15,true,3.00,7.00,,,0.11840,SOURCE:13,0:3;2097152:13,,,mask_explicit_bits=499834615,14,161,,,1,,,false,false,false,false,0.590,0.622,0.187,6.558,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.88471,0.01131,0.26541,0.041890,1.3900,,,17.840,0.171,,,,,,,,0.0014881,0.00021894,-0.0000098034,0.0017266,0.000028178,0.0017548,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W04_2A_0096_4D1_spx_l2b-v23-2026-026.fits,61062.98609000,1.50,9.15,true,3.00,7.00,,,0.16174,SOURCE:15,2097152:15,,,mask_explicit_bits=499834615,15,161,,,0.9999999999999998,,,false,false,false,false,0.220,0.444,-0.611,2.425,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.88753,0.01118,0.28130,0.037398,1.0847,,,17.777,0.144,,,,,,,,0.0011261,0.00012304,-0.000058875,0.0013669,0.000031652,0.0013986,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W30_1B_0090_1D1_spx_l2b-v27-2026-222.fits,61241.47059900,1.50,9.15,true,3.00,7.00,,,0.11577,,2097152:15,,,mask_explicit_bits=499834615,15,150,,,0.9999999999999999,,,false,false,false,false,0.944,0.919,-4.273,-6.826,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.89275,0.01149,0.24085,0.036458,1.0380,,,17.946,0.164,,,,,,,,0.0011656,0.00010285,-0.000018755,0.0013060,0.000023204,0.0013292,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2025W29_1A_0189_1D1_spx_l2b-v20-2025-260.fits,60871.00052700,1.50,9.15,true,3.00,7.00,,,0.12071,TRANSIENT:1;SUR_ERROR:1;SOURCE:12,0:3;2097152:11;2097157:1,,,mask_explicit_bits=499834615,13,157,,,0.950129481567061,,,false,false,false,false,1.165,-0.487,4.668,-3.749,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.89277,0.01130,0.29393,0.038493,1.3379,,,17.729,0.142,,,,,,,,0.0013937,0.00015839,0.000052454,0.0014472,0.000034559,0.0014817,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W06_2A_0021_1D1_spx_l2b-v23-2026-040.fits,61076.55932000,1.50,9.15,true,3.00,7.00,,,0.15045,SOURCE:15,2097152:15,,,mask_explicit_bits=499834615,14,147,,,1.0000000000000002,,,false,false,false,false,0.614,-0.773,-2.942,7.463,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.89291,0.01131,0.31679,0.042044,1.4283,,,17.648,0.144,,,,,,,,0.0014702,0.00017243,-0.000042466,0.0017276,0.000040143,0.0017677,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W05_2A_0218_1D1_spx_l2b-v23-2026-034.fits,61070.51860100,1.50,9.15,true,3.00,7.00,,,0.16002,SOURCE:16,2097152:16,,,mask_explicit_bits=499834615,14,121,,,1,,,false,false,false,false,0.076,-0.427,-8.096,-8.811,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.89435,0.01139,0.29784,0.039534,1.3038,,,17.715,0.144,,,,,,,,0.0013886,0.00015624,0.0000086965,0.0015274,0.000035484,0.0015629,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2025W29_1A_0624_1D1_spx_l2b-v20-2025-260.fits,60873.24397200,1.50,9.15,true,3.00,7.00,,,0.14478,SOURCE:11,0:6;2097152:11,,,mask_explicit_bits=499834615,13,163,,,1,,,false,false,false,false,-0.117,-0.290,-6.134,3.569,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.90483,0.01157,0.31084,0.037673,1.1579,,,17.669,0.132,,,,,,,,0.0012848,0.00010849,0.0000063646,0.0013806,0.000038648,0.0014192,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W29_1A_0399_2D1_spx_l2b-v25-2026-203.fits,61236.10906900,1.50,9.15,true,3.00,7.00,,,0.12188,SOURCE:17,2097152:17,,,mask_explicit_bits=499834615,12,159,,,1.0000000000000002,,,false,false,false,false,-0.653,0.275,-0.284,-2.412,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.90542,0.01173,0.34989,0.040339,1.4608,,,17.540,0.125,,,,,,,,0.0014424,0.00015625,0.000010209,0.0015783,0.000048969,0.0016272,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W04_2A_0344_1D1_spx_l2b-v23-2026-026.fits,61064.27287500,1.50,9.15,true,3.00,7.00,,,0.15985,SOURCE:16,2097152:16,,,mask_explicit_bits=499834615,16,149,,,1,,,false,false,false,false,0.934,0.650,-5.880,3.606,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.91221,0.01185,0.31104,0.041212,1.4579,,,17.668,0.144,,,,,,,,0.0015500,0.00017765,0.000033953,0.0016597,0.000038698,0.0016984,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W03_2A_0623_1D1_spx_l2b-v23-2026-020.fits,61058.63465700,1.50,9.15,true,3.00,7.00,,,0.16508,SOURCE:16,2097152:16,,,mask_explicit_bits=499834615,14,162,,,0.9999999999999999,,,false,false,false,false,-0.291,0.128,1.967,1.877,false,,,,,,,,,,
0,,source,P2190,240.2575,36.9388,cleaned,native_raw_mef_batch_exact_fractional,,SPHEREx-D1,0.91378,0.01194,0.39599,0.040771,1.4595,,,17.406,0.112,,,,,,,,0.0014967,0.00014394,0.000020566,0.0015995,0.000062723,0.0016623,native_variance_monte_carlo_clipped_weighted_median,128,false,1.0000,1,level2_2026W05_2A_0218_2D1_spx_l2b-v23-2026-034.fits,61070.52009400,1.50,9.15,true,3.00,7.00,,,0.15291,SOURCE:14,2097152:14,,,mask_explicit_bits=499834615,14,153,,,1,,,false,false,false,false,0.233,0.252,-0.886,-2.984,false,,,,,,,,,,
