name,source,proprietary,mjd,phase,program,coadd,cls,subclass,z,sn,EW_Hb_rest,EW_Ha_rest,Hb_area,Hb_area_err,Hb_ew,Hb_sigma,OIII_area,OIII_ew,Ha_area,Ha_area_err,Ha_ew,Ha_sigma,MgII_area,MgII_ew,cont5100,Hb_over_OIII,Ha_over_OIII
G628370659268913152,SDSS,False,52317.0,2,legacy,False,GALAXY,AGN,0.14233538508415222,11.602126121520996,2.50343653244303,40.8930493975874,27.180444717407227,3.391413688659668,2.691290855407715,184.69056701660156,177.1722412109375,19.16380500793457,217.26211547851562,4.330153942108154,23.000316619873047,184.69056701660156,0.0,0.0,10.099408149719238,0.15341254663616727,1.2262762721381844
G6511082560755619840,SDSS,False,56017.0,2,legacy,False,GALAXY,AGN BROADLINE,0.1543770730495453,23.708049774169922,5.6174098041013485,12.564092414846012,21.51419448852539,2.7508833408355713,1.651872158050537,265.48980712890625,94.52818298339844,7.115477085113525,86.89759063720703,4.192786693572998,5.566705703735352,265.48980712890625,0.0,0.0,13.024127960205078,0.22759555731970255,0.9192770652586062
G7061879067566692352,SDSS,False,56325.0,2,legacy,False,GALAXY,AGN,0.06972159445285797,49.481197357177734,2.162431280038831,28.165417206079418,28.584983825683594,1.6940128803253174,1.5728737115859985,194.85963439941406,307.1445617675781,16.696516036987305,245.97068786621094,2.9249377250671387,9.350436210632324,194.85963439941406,0.0,0.0,18.173730850219727,0.09306687268425208,0.8008303531427701
G813042431686633472,SDSS,False,52224.0,2,legacy,False,GALAXY,AGN,0.07855167239904404,19.129188537597656,1.4665848140232405,36.868102280827124,91.902099609375,4.083425521850586,5.377336025238037,182.8770751953125,290.3667297363281,16.065950393676758,504.5321350097656,6.348516464233398,26.930452346801758,182.8770751953125,0.0,0.0,17.09063720703125,0.3165035460254971,1.7375686789871334
J075934.95+322143.3,SDSS,False,52583.0,3,legacy,False,QSO,BROADLINE,0.26888009905815125,11.401161193847656,12.720039984042094,74.35931481369816,130.4831085205078,11.002586364746094,12.836459159851074,1793.705322265625,155.62298583984375,15.536078453063965,28274.556640625,4596.22314453125,3040.3271484375,1793.705322265625,0.0,0.0,10.1650390625,0.8384565288754443,181.68624954750058
J075934.95+322143.3,SDSS,False,59166.0,5,AQMES-Wide,False,QSO,BROADLINE,0.2687896192073822,11.148694038391113,33.741542460878705,137.82189518334667,618.84326171875,25.480398178100586,37.81886291503906,1701.2283935546875,206.8199462890625,13.130369186401367,34269.76171875,4355.13818359375,2495.126708984375,1701.2283935546875,-28608.728515625,-665.9395751953125,16.36334991455078,2.9921836497037955,165.69853311369093
J075934.95+322143.3,SDSS,False,59167.0,5,AQMES-Wide,False,QSO,BROADLINE,0.2687376141548157,28.21786880493164,31.333493343135704,131.77144217831747,574.6483764648438,9.379294395446777,35.68693923950195,1676.8753662109375,201.71969604492188,12.935491561889648,32240.353515625,1571.751220703125,2359.36376953125,1676.8753662109375,0.0,0.0,16.10248374938965,2.8487469876856877,159.82749403134758
J075934.95+322143.3,SDSS,False,59232.0,5,AQMES-Wide,False,QSO,BROADLINE,0.2688816487789154,23.19563102722168,29.547327923601106,132.70055005038196,360.8254089355469,9.974693298339844,22.74506187438965,1143.238037109375,196.58009338378906,13.147720336914062,1415.9459228515625,40.9913330078125,110.82046508789062,1143.238037109375,2249.78271484375,83.034423828125,15.863901138305664,1.8355134679435567,7.20289576873468
J075934.95+322143.3,SDSS,False,59253.0,5,AQMES-Wide,False,QSO,BROADLINE,0.2689635455608368,25.589412689208984,28.672848888624344,132.26330198997513,323.60400390625,9.404437065124512,19.853286743164062,1172.888427734375,178.2813262939453,11.781598091125488,1435.2833251953125,35.692047119140625,113.06971740722656,1172.888427734375,1692.7314453125,55.451412200927734,16.29977035522461,1.8151312346235335,8.05066551293688
J083716.47+035606.1,SDSS,False,52646.0,3,legacy,False,GALAXY,,0.06348244100809097,22.779863357543945,1.0768679040267564,14.424016701939404,-3.286756992340088,3.8568553924560547,-0.1345018744468689,148.17723083496094,63.888832092285156,2.4524893760681152,108.19608306884766,5.414191246032715,3.9456212520599365,148.17723083496094,0.0,0.0,24.436513900756836,-0.05144493778807044,1.6935054144136215
J083716.47+035606.1,SDSS,False,59285.0,5,eFEDS3,False,GALAXY,AGN BROADLINE,0.06348449736833572,12.61333179473877,12.696828274497433,44.965918875091695,35.5776252746582,6.540440082550049,1.4166347980499268,171.17808532714844,59.77820587158203,2.7459022998809814,73.25768280029297,10.241786003112793,2.6812591552734375,171.17808532714844,0.0,0.0,25.11418342590332,0.5951604728835038,1.2254914936334507
J083716.47+035606.1,SDSS,False,59288.0,5,eFEDS3,True,GALAXY,AGN BROADLINE,0.06350262463092804,29.58568000793457,12.021125486819209,44.476472223472776,45.48975372314453,3.3749501705169678,1.6528749465942383,182.95420837402344,56.22740173339844,2.320530652999878,108.60057067871094,6.0504984855651855,3.6864960193634033,182.95420837402344,0.0,0.0,27.521595001220703,0.8090317589070479,1.931452767347125
J083716.47+035606.1,SDSS,False,59288.0,5,eFEDS3,False,GALAXY,AGN BROADLINE,0.06351344287395477,27.86733055114746,11.60304173373874,44.89865960439469,50.63783264160156,3.735774040222168,1.8107638359069824,186.20249938964844,56.19003677368164,2.276653528213501,109.84161376953125,6.548794746398926,3.66815185546875,186.20249938964844,0.0,0.0,27.964900970458984,0.9011888147636766,1.9548236676182245
J090315.11+010623.1,SDSS,False,51924.0,3,legacy,False,QSO,STARBURST BROADLINE,0.12165714055299759,15.645821571350098,10.951212512762114,54.39392975083722,166.94219970703125,12.748556137084961,15.18973445892334,2538.093017578125,256.9531555175781,23.400014877319336,863.1600952148438,14.532740592956543,72.34459686279297,2538.093017578125,0.0,0.0,10.990462303161621,0.6496989669994956,3.3592118901057635
J090315.11+010623.1,SDSS,False,51929.0,3,legacy,False,QSO,BROADLINE,0.12165603041648865,15.487648963928223,8.522301190207028,54.62863968186834,132.15853881835938,15.118325233459473,9.757397651672363,2094.2333984375,249.36959838867188,18.55915641784668,2387.181640625,1235.717529296875,176.30035400390625,2094.2333984375,0.0,0.0,13.544445037841797,0.5299705323837219,9.572865562001253
J090315.11+010623.1,SDSS,False,59257.0,5,eFEDS2,False,GALAXY,AGN,0.12169293314218521,13.90143871307373,5.961485170296708,26.877339476472365,29.702037811279297,3.150258779525757,2.856389284133911,151.9835205078125,265.6119079589844,25.514982223510742,139.6559295654297,4.128098011016846,11.283206939697266,151.9835205078125,0.0,0.0,10.398455619812012,0.11182494805867614,0.52578941448286
J090315.11+010623.1,SDSS,False,59311.0,5,eFEDS2,False,GALAXY,AGN,0.12164078652858734,5.508941173553467,4.32361681519277,22.337867927978472,95.89875793457031,13.531942367553711,5.854218482971191,164.9443359375,389.0620422363281,22.664682388305664,238.93653869628906,15.775444984436035,13.179828643798828,164.9443359375,0.0,0.0,16.38113784790039,0.24648705739409676,0.6141347979434904
J090315.11+010623.1,SDSS,False,59312.0,5,eFEDS2,False,GALAXY,AGN,0.1216510757803917,17.78938102722168,3.2603407213759303,26.09930454797327,26.72433853149414,2.161670446395874,2.790961742401123,149.84463500976562,277.1086730957031,28.92049217224121,127.23455810546875,3.3683457374572754,10.900309562683105,149.84463500976562,0.0,0.0,9.575315475463867,0.09643992096293767,0.45915040003647456
J090315.11+010623.1,SDSS,False,59313.0,5,eFEDS2,False,GALAXY,AGN,0.12165362387895584,23.982419967651367,4.206616237567314,26.370041091331043,27.86072540283203,1.654578447341919,2.808781862258911,148.7395782470703,281.66009521484375,28.38336753845215,130.32867431640625,2.5249521732330322,10.857148170471191,148.7395782470703,0.0,0.0,9.919148445129395,0.09891612577060488,0.4627161480471509
J090315.11+010623.1,SDSS,False,59313.0,5,eFEDS2,True,GALAXY,AGN,0.1216639056801796,28.081649780273438,4.48594121522835,26.479442983305812,28.012893676757812,1.4511038064956665,2.7664027214050293,148.99586486816406,279.9662780761719,27.629962921142578,133.2390899658203,2.1307578086853027,10.86555004119873,148.99586486816406,0.0,0.0,10.126108169555664,0.10005809938701332,0.47591120931203457
P13653,SDSS,False,52295.0,2,legacy,False,QSO,STARBURST BROADLINE,0.19386038184165955,9.884563446044922,16.05344013515078,79.90497871628774,185.58477783203125,16.458642959594727,28.617780685424805,3396.271728515625,536.3720092773438,81.39046478271484,1116.6810302734375,18.496322631835938,160.35040283203125,3396.271728515625,0.0,0.0,6.4849467277526855,0.3460001167511899,2.0819151837881074
P14388,SDSS,False,52583.0,2,legacy,False,QSO,BROADLINE,0.26888009905815125,11.401161193847656,12.720039984042094,74.35931481369816,130.4831085205078,11.002586364746094,12.836459159851074,1793.705322265625,155.62298583984375,15.536078453063965,28274.556640625,4596.22314453125,3040.3271484375,1793.705322265625,0.0,0.0,10.1650390625,0.8384565288754443,181.68624954750058
P14415,SDSS,False,53314.0,2,legacy,False,QSO,STARBURST BROADLINE,0.09226375073194504,26.512317657470703,34.83665595675418,172.10624633188775,991.50439453125,14.850421905517578,30.08594512939453,1086.24658203125,1480.97607421875,45.08609390258789,6667.0068359375,41.87378692626953,189.9464874267578,1086.24658203125,0.0,0.0,32.95573425292969,0.6694938640749426,4.501765391081355
P15106,SDSS,False,57817.0,4,eboss,False,QSO,STARBURST BROADLINE,0.3958357870578766,14.762716293334961,111.65160897777993,640.025452680909,605.5535278320312,6.096902847290039,166.58865356445312,1919.107421875,346.084228515625,98.90177917480469,2313.26806640625,111.54293823242188,681.4108276367188,1919.107421875,1516.5855712890625,118.07660675048828,3.6350226402282715,1.7497287594678466,6.684118708119086
P15296,SDSS,False,53682.0,3,legacy,False,QSO,STARBURST BROADLINE,0.11236114054918289,23.752830505371094,48.41708493769021,267.54080020275194,795.819091796875,11.812261581420898,38.249778747558594,1171.6533203125,458.2486877441406,22.428375244140625,3041.547119140625,72.51891326904297,146.48008728027344,1171.6533203125,0.0,0.0,20.805849075317383,1.7366532912827761,6.637328595775156
P15322,SDSS,False,52238.0,2,legacy,False,QSO,BROADLINE,0.18411320447921753,15.385263442993164,67.60977798000997,327.30103095950835,720.2193603515625,8.854214668273926,69.88030242919922,1118.004638671875,209.69961547851562,21.087081909179688,3489.352783203125,19.07235336303711,400.9430236816406,1118.004638671875,0.0,0.0,10.306471824645996,3.4345287601414376,16.639767198622355
P15347,SDSS,False,51868.0,2,legacy,False,QSO,STARBURST BROADLINE,0.12897735834121704,14.75428295135498,21.001028794915776,84.51463527550341,193.00100708007812,7.0067620277404785,16.21047592163086,787.9882202148438,222.85179138183594,18.941171646118164,941.315673828125,11.107902526855469,83.4656982421875,787.9882202148438,0.0,0.0,11.905942916870117,0.8660509564825025,4.2239538124926606
P15441,SDSS,False,52962.0,3,legacy,False,QSO,BROADLINE,0.6521182656288147,36.67552947998047,66.50390324436927,,2688.670654296875,30.1414852142334,81.58765411376953,1380.5335693359375,1012.5155029296875,33.78177261352539,0.0,-1.0,0.0,0.0,3224.5771484375,27.655044555664062,32.95438003540039,2.655436530618322,0.0
P15441,SDSS,False,58433.0,4,eboss,False,QSO,BROADLINE,0.6518644690513611,44.12956237792969,89.31635607610662,,2106.615966796875,16.70128631591797,86.35026550292969,1448.5333251953125,1351.78564453125,63.326087951660156,0.0,-1.0,0.0,0.0,4862.7880859375,74.88880920410156,24.39617347717285,1.558394983198222,0.0
P15681,SDSS,False,53713.0,2,legacy,False,QSO,BROADLINE,0.14752528071403503,19.20751953125,35.93190645599019,140.5825458248587,691.4393310546875,15.493870735168457,33.86081314086914,1159.8094482421875,185.1199493408203,9.497030258178711,6008.802734375,350.8279724121094,351.9056091308594,1159.8094482421875,0.0,0.0,20.420045852661133,3.7350881604969195,32.45896920224586
P15699,SDSS,False,52319.0,2,legacy,False,QSO,BROADLINE,0.1422787457704544,17.787899017333984,12.679811072468116,52.30386194234494,139.95863342285156,10.134211540222168,10.128406524658203,1768.306884765625,393.2021484375,28.45098876953125,12020.29296875,1455.7119140625,746.2667846679688,1768.306884765625,0.0,0.0,13.818426132202148,0.3559457494803037,30.570262691890253
P15786,SDSS,False,55572.0,4,eboss,False,QSO,BROADLINE,0.15349683165550232,14.76448917388916,23.670296201644017,94.88991898759936,153.58201599121094,7.4073004722595215,23.51667022705078,1758.9364013671875,122.55821228027344,18.496061325073242,10284.181640625,2053.611328125,1153.539306640625,1758.9364013671875,0.0,0.0,6.5307722091674805,1.2531352500474666,83.91262771609722
P16100,SDSS,False,54524.0,2,legacy,False,QSO,STARBURST BROADLINE,0.12631674110889435,23.604738235473633,70.15431669238687,342.7101933156234,2328.9521484375,23.497453689575195,93.38505554199219,2844.034423828125,2733.058349609375,109.0453109741211,15351.025390625,47.87187194824219,601.6016845703125,2844.034423828125,0.0,0.0,24.939237594604492,0.8521413927259796,5.616793872263671
P16249,SDSS,False,53386.0,2,legacy,False,QSO,STARBURST BROADLINE,0.28303274512290955,15.443624496459961,44.37447018929859,196.57267971465646,626.6563720703125,11.477797508239746,50.766204833984375,1738.2825927734375,560.1747436523438,47.45966720581055,2727.871826171875,28.325307846069336,289.37493896484375,1738.2825927734375,0.0,0.0,12.34396743774414,1.1186801603808627,4.869680143710388
P16524,SDSS,False,53386.0,2,legacy,False,QSO,STARBURST BROADLINE,0.22673921287059784,15.577144622802734,0.9968387970874513,18.355476722657606,245.1016082763672,28.983549118041992,17.036903381347656,5673.9609375,155.84129333496094,10.978551864624023,929.2373046875,49.316036224365234,74.11474609375,5673.9609375,0.0,0.0,14.38651180267334,1.5727642079403987,5.962715560183547
P16663,SDSS,False,52266.0,3,legacy,False,QSO,STARBURST BROADLINE,0.1515398919582367,22.13597869873047,32.29981975589893,130.2893584967844,582.4305419921875,11.733938217163086,35.563201904296875,1733.746337890625,601.61767578125,36.8013801574707,2937.704345703125,18.424144744873047,184.86480712890625,1733.746337890625,0.0,0.0,16.377336502075195,0.9681074300814941,4.883008701312298
P16663,SDSS,False,54524.0,3,legacy,False,QSO,BROADLINE,0.1514834612607956,15.112753868103027,23.53804316439508,95.4196077286831,341.58319091796875,13.957807540893555,27.21889305114746,1766.2156982421875,448.6045837402344,35.92349624633789,20472.28515625,2799.0771484375,1459.7935791015625,1766.2156982421875,0.0,0.0,12.54948902130127,0.7614349101608007,45.63547921325861
P16733,SDSS,False,51873.0,2,legacy,False,QSO,STARBURST BROADLINE,0.16968822479248047,19.076107025146484,40.055631499552646,184.26209595019935,592.4835205078125,9.679147720336914,35.98085403442383,935.6542358398438,676.9039916992188,42.75429916381836,2776.879150390625,20.043170928955078,200.0982666015625,935.6542358398438,0.0,0.0,16.466632843017578,0.8752844240444096,4.102323497044064
P16757,SDSS,False,53386.0,2,legacy,False,QSO,STARBURST BROADLINE,0.2322228103876114,13.29405403137207,24.05827734973202,119.71722613397537,289.6946716308594,9.694531440734863,24.458593368530273,1315.23291015625,202.40447998046875,17.75334358215332,1380.4141845703125,18.426252365112305,139.2069091796875,1315.23291015625,0.0,0.0,11.844289779663086,1.4312661046771977,6.820077227062944
P16912,SDSS,False,52224.0,2,legacy,False,QSO,BROADLINE,0.33200493454933167,9.618160247802734,42.601287867735266,205.80979648426495,230.27236938476562,8.054363250732422,52.12982177734375,2134.21484375,172.72869873046875,40.13078689575195,-6126.7763671875,4062.05029296875,-1462.2998046875,2134.21484375,0.0,0.0,4.4172868728637695,1.3331448165662951,-35.47051770909195
P16919,SDSS,False,53711.0,2,legacy,False,QSO,STARBURST BROADLINE,0.14814384281635284,16.509563446044922,39.55034213414462,172.5906664824639,547.8085327148438,15.358002662658691,35.451934814453125,1866.3843994140625,526.8579711914062,34.31258773803711,3089.192626953125,22.73699188232422,204.4891815185547,1866.3843994140625,0.0,0.0,15.4521484375,1.0397651030619526,5.863425810882965
P17120,SDSS,False,52238.0,2,legacy,False,QSO,BROADLINE,0.18355420231819153,16.994976043701172,28.023347908673024,129.03835799470988,377.461181640625,11.660052299499512,23.826807022094727,1054.45751953125,354.85614013671875,23.648813247680664,2718.411865234375,52.85441589355469,212.1422882080078,1054.45751953125,0.0,0.0,15.841870307922363,1.063701987783548,7.660602587254167
P17151,SDSS,False,53680.0,2,legacy,False,QSO,STARBURST BROADLINE,0.0841592475771904,24.624542236328125,21.196166419757727,109.81210644211951,557.83984375,18.001741409301758,16.501502990722656,1659.7674560546875,630.6294555664062,18.772573471069336,3454.42138671875,27.827655792236328,106.51891326904297,1659.7674560546875,0.0,0.0,33.805397033691406,0.8845762576202066,5.477735548549863
P17280,SDSS,False,54084.0,2,legacy,False,QSO,BROADLINE,0.13080604374408722,15.712122917175293,45.06975936812368,170.61920641080715,689.841064453125,11.258423805236816,49.16477584838867,1188.554443359375,194.37625122070312,14.242525100708008,5986.1611328125,250.43409729003906,457.47247314453125,1188.554443359375,0.0,0.0,14.031205177307129,3.5489987080255494,30.79677221480908
P17336,SDSS,False,53815.0,2,legacy,False,QSO,BROADLINE,0.21332253515720367,17.24068832397461,40.94903099215378,174.15021801167597,795.8136596679688,16.734926223754883,50.72904586791992,1545.002685546875,178.33323669433594,11.961987495422363,17084.552734375,1549.781494140625,1366.9229736328125,1545.002685546875,0.0,0.0,15.68753433227539,4.462508921048729,95.80128220101791
P17407,SDSS,False,52232.0,3,legacy,False,QSO,STARBURST BROADLINE,0.25439971685409546,47.7801399230957,83.2050708593075,362.9896339098949,15015.318359375,75.58468627929688,91.74121856689453,1426.797607421875,4926.18115234375,32.41532897949219,37559.03125,497.49957275390625,368.01812744140625,1426.797607421875,0.0,0.0,163.6703643798828,3.0480645950730207,7.624370701863122
P17407,SDSS,False,59986.0,5,open_fiber,False,QSO,STARBURST BROADLINE,0.2550206780433655,23.080482482910156,90.62312492422934,427.5484838425406,13012.66015625,126.2991714477539,92.96492767333984,1412.74755859375,5298.88134765625,41.66156005859375,38656.1015625,551.9072875976562,465.18255615234375,1412.74755859375,-474571.90625,-490.5749206542969,139.97386169433594,2.4557372212166317,7.295143828724905
P17445,SDSS,False,52963.0,2,legacy,False,QSO,BROADLINE,0.4515575170516968,7.303758144378662,27.960204953154033,,174.95431518554688,10.409860610961914,39.21340560913086,2417.280029296875,143.4620819091797,33.421504974365234,0.0,-1.0,0.0,0.0,114.83853149414062,12.27517032623291,4.461594581604004,1.2195160760060886,0.0
P17510,SDSS,False,54439.0,2,legacy,False,QSO,BROADLINE,0.13253061473369598,14.183561325073242,19.052370409149532,72.99544564254536,251.19369506835938,17.92494010925293,20.31255340576172,2332.948974609375,304.58502197265625,24.426673889160156,-19419.380859375,27624.837890625,-1297.5394287109375,2332.948974609375,0.0,0.0,12.366426467895508,0.8247079696877215,-63.756847705788864
P17694,SDSS,False,52235.0,2,legacy,False,QSO,BROADLINE,0.1467994898557663,16.905773162841797,40.117047351282885,156.1522643208642,784.1783447265625,19.335914611816406,49.463008880615234,2123.48681640625,401.9193420410156,26.651565551757812,54700.88671875,6705.43994140625,4163.76123046875,2123.48681640625,0.0,0.0,15.85383415222168,1.951083868580123,136.0991646756025
P17881,SDSS,False,52320.0,2,legacy,False,QSO,BROADLINE,0.21105080842971802,6.994063377380371,27.533513328712022,134.387613045056,224.8221893310547,20.754772186279297,34.73466873168945,1921.7293701171875,498.87017822265625,79.75029754638672,27611.060546875,3411.4501953125,4254.9072265625,1921.7293701171875,0.0,0.0,6.472558975219727,0.4506627157631215,55.34718600587827
P18057,SDSS,False,53815.0,2,legacy,False,QSO,BROADLINE,0.27986374497413635,8.437051773071289,6.343565379996008,48.85047606822138,57.007320404052734,11.99563217163086,7.5922956466674805,2156.34814453125,199.6987762451172,27.0344295501709,17219.830078125,5896.94677734375,2099.717041015625,2156.34814453125,0.0,0.0,7.508574962615967,0.28546654854849973,86.22902153886403
P18130,SDSS,False,52296.0,3,legacy,False,QSO,BROADLINE,0.15163618326187134,38.35495376586914,44.34674089087099,198.06457029069784,3375.29345703125,45.5852165222168,57.18125534057617,2770.2890625,1283.7789306640625,23.114036560058594,-66897.140625,29090.126953125,-1519.3873291015625,2770.2890625,0.0,0.0,59.02796936035156,2.629185895180026,-52.10954863575772
P18130,SDSS,False,60013.0,5,bhm_spiders,False,QSO,BROADLINE,0.15364201366901398,9.164381980895996,24.938476845794696,141.52571570203958,1054.3095703125,83.50932312011719,67.43373107910156,6024.52783203125,-41.66096878051758,-2.8832006454467773,3406.54248046875,439.301513671875,304.22088623046875,6024.52783203125,0.0,0.0,15.634751319885254,,
