name,n_frames,n_visits,mjd_first_neo,mjd_last_neo,w1_first,w1_last,dw1_neowise,w1_slope_2yr,w1_amp_visits,w1_flux_last_mjy,w2_last
J073716.39+380202.4,262,16,56946.83463804,60385.68213152,15.694,15.994250000000001,0.30025000000000013,,0.7060000000000013,0.123884444633473,14.81625
J073916.52+315814.3,239,16,56948.6111933,60390.24834737,15.0505,14.809999999999999,-0.24050000000000082,-0.0026906128851509354,0.3504999999999985,0.368737051164794,14.213999999999999
J074147.21+303243.1,236,16,56949.40049734,60390.795136805,14.882,14.8955,0.013500000000000512,-0.03584086828802986,0.28999999999999915,0.34081349131781286,14.03075
J074314.98+383829.8,257,16,56948.21536343,60386.743812985005,14.966000000000001,15.076,0.10999999999999943,,0.5469999999999988,0.2886135908743275,14.347
J074511.98+380911.3,264,17,56948.80735736,60390.31430847,14.159,14.004249999999999,-0.15475000000000172,0.007292729301555118,0.43849999999999945,0.7744917184452873,13.427
J075225.29+284728.5,190,16,56951.89963104,60393.11039709,15.792,15.94575,0.1537500000000005,-0.09385364419023436,0.3999999999999986,0.12954384351532056,14.95225
J075827.30+342457.5,187,16,56951.89861233,60393.337058720004,15.499,15.86025,0.36125000000000007,0.15292092923324352,0.5664999999999996,0.14015764067816414,14.969750000000001
J075934.95+322143.3,237,16,56952.45788036,60393.97947957,13.43,13.599499999999999,0.16949999999999932,0.1794167444248424,0.4580000000000002,1.1243894920223114,12.7385
J080020.23+315414.2,18,2,58931.706189665,60394.17252397,16.265,16.572,0.3069999999999986,,0.3069999999999986,0.07276403569875392,14.877
J080133.29+341737.6,251,16,56952.55605782,60393.97986156,14.579,14.622,0.04299999999999926,-0.0489095838756508,0.2635000000000005,0.43844667231740886,14.078
J080709.93+205901.8,225,16,56956.1748744,60397.6427403,14.761,15.280999999999999,0.5199999999999996,0.18407806299477764,0.8940000000000001,0.23895536090527714,14.478
J080711.72+194439.7,237,16,56956.470935095,60397.931606604994,14.177,14.7995,0.6225000000000005,-0.0047038925924043715,0.9175000000000004,0.3723203534765885,13.900500000000001
J080717.58+251758.7,245,15,56955.45083101,60396.87247219,14.337,14.262,-0.07499999999999929,-0.09329876811145003,0.33750000000000036,0.6108249642677285,13.5445
J080803.27+325145.6,245,15,56954.035724285,60395.619529924996,15.473,15.722999999999999,0.24999999999999822,-0.11981473282501089,0.48600000000000065,0.15904381266111992,14.8735
J080832.67+260130.3,181,15,56955.45070365,60396.93690528,15.873,16.159,0.2859999999999996,0.17782682183037188,0.584500000000002,0.10644291961080413,14.846
J080838.73+273252.4,61,10,57122.82789382,60239.23761997,14.932,15.094999999999999,0.16299999999999848,,0.3330000000000002,0.28360689051236365,14.2475
J081009.62+211625.8,209,16,56956.766550019995,60398.1571859,15.731,15.6905,-0.04049999999999976,0.08691014359958346,0.4344999999999981,0.1638765371081345,14.894
J081051.52+325251.9,195,15,56954.561757495,60396.10214101,15.902,15.8495,-0.05249999999999844,0.03072869331099255,0.5614999999999988,0.14155225042612216,14.838000000000001
J081116.71+320935.4,271,15,56954.85769104,60396.2306887,12.589,12.882,0.29299999999999926,0.035748722303319096,0.4994999999999994,2.177292508382772,12.052
J081127.88+222045.3,250,16,56956.864982269995,60398.317822795,13.842,14.0365,0.19449999999999967,-0.16565048872524135,0.5355000000000008,0.7518250264811213,13.1975
J081314.19+215550.8,223,15,56957.259538745,60398.767771565006,15.7685,15.658999999999999,-0.1095000000000006,0.02226675555722503,0.3670000000000009,0.16870065867684875,15.038
J081338.47+215349.9,230,15,56957.29251921,60398.832013880005,15.215499999999999,15.717,0.5015000000000018,0.05164417238306054,0.6300000000000008,0.15992515424417358,14.893
J081352.60+243903.6,188,16,56956.83168337,60398.22206463,15.523,15.827,0.30400000000000027,-0.12473498728782123,0.49099999999999966,0.14451628146770548,14.814
J081429.24+265241.5,226,16,56956.53536807,60397.997185705,13.866,14.131,0.26500000000000057,0.0726317751308593,0.3149999999999995,0.689154788691807,13.216
J081537.56+384303.2,68,9,57121.71381234,60395.78118553,16.063,15.873,-0.1899999999999995,,0.3309999999999995,0.13852137003563147,15.008
J082018.50+344141.0,253,16,56956.007934365,60397.484904885,15.17,15.141,-0.028999999999999915,-0.17498413797084503,0.6080000000000005,0.2718421386596288,14.470500000000001
J082039.62+391759.1,275,15,56955.086517325,60396.5529812,14.863,15.605,0.7420000000000009,0.07737430781099709,0.8445,0.1773032834313532,14.64
J082526.43+274205.8,122,13,56958.47485184,60399.89401307,16.063,16.2085,0.14550000000000196,,0.37950000000000017,0.10169902241108672,14.6025
J082537.64+320443.7,167,15,56957.685038355005,60399.026777665,16.117,16.0395,-0.07750000000000057,0.03567094191852961,0.3525000000000009,0.11882745023450272,14.817499999999999
J083000.36+343238.8,259,15,56957.848985945,60399.38052265,14.936,15.343,0.40700000000000003,-0.06542014614575507,0.7485000000000017,0.22569231863487316,14.272
J083414.18+270101.6,165,16,56960.348756470004,60401.88742637,15.643,15.729,0.08599999999999852,-0.06043614933827348,0.4350000000000023,0.15816732811878437,14.8035
J083537.26+314209.9,20,3,57485.98189522,58052.788098175,16.1625,16.209,0.04649999999999821,0.11179065079942122,0.4939999999999998,0.10165219906279356,14.98075
J083542.72+035353.8,275,17,56774.804481,60407.47476491,14.696,15.295,0.5990000000000002,0.07396122986271778,0.6820000000000004,0.23589393676326587,14.324
J083716.47+035606.1,289,17,56775.10073321,60407.86085367,13.387,13.11,-0.277000000000001,0.2139811263443116,0.5580000000000016,1.7648864884178266,12.676
J083754.66+040007.2,239,17,56775.23240087,60407.925095679995,15.376,15.578,0.20199999999999996,0.19821073568534983,0.4024999999999981,0.18176772777275707,14.606
J084047.47+370701.1,229,15,56959.163431584995,60400.76335011,15.307,15.6175,0.31049999999999933,0.06471610089107685,0.4399999999999995,0.17527370952890098,14.861
J084158.34+035851.7,142,16,56776.252442829995,60408.95354082,16.04,16.04,0.0,0.14332691831679256,0.5960000000000001,0.11877274076967988,14.997499999999999
J084528.72-002723.3,283,17,56778.19326696,60410.94484675,13.475,13.491,0.016000000000000014,0.027814412788420388,0.1205000000000016,1.2425583102096562,13.058
J084637.65+000024.5,285,17,56778.226183845,60411.07345807,14.596,15.086,0.4900000000000002,-0.0225703588749314,0.7565000000000008,0.2859675655684951,14.546
J084924.70+002049.7,267,17,56778.75291778,60411.522897200004,15.584499999999998,15.5765,-0.007999999999999119,0.0946612321977695,0.2919999999999998,0.18201902271739923,14.666
J085321.89+010216.7,271,16,56779.57577639,60412.29462927,15.57925,15.642,0.06274999999999942,-0.04370030566275377,0.3415000000000017,0.17136289016573403,14.929
J085337.26+014303.6,284,16,56779.37840242,60412.10145711,12.4575,12.609,0.1515000000000004,-0.08395674813643143,0.5389999999999997,2.7997340441619074,12.399000000000001
J085502.14+520137.7,22,3,58207.30487284,60241.23784434,16.162,16.271,0.10900000000000176,,0.15800000000000125,0.09601006821483221,14.838
J085512.13+032950.6,281,17,56779.31295064,60412.10183915,13.749,13.82,0.07099999999999973,-0.0010351502754995879,0.182500000000001,0.917733908313364,13.484
J090254.12+015429.1,280,17,56781.68207506,60414.22252601,14.004249999999999,13.911,-0.09324999999999939,-0.02217408792148058,0.25450000000000017,0.8439501180330686,13.440999999999999
J090315.11+010623.1,283,17,56782.34003127,60414.54354484,13.7005,14.087,0.38649999999999984,0.005247118852093645,0.495000000000001,0.7176567570141801,13.721
J090315.87-000710.1,150,17,56782.306859464996,60414.768232645,15.6125,15.664,0.05149999999999899,0.0641094618713458,0.45650000000000013,0.16792554955770622,14.6645
J090457.90+010423.1,294,17,56782.669072745004,60415.025391635005,14.31775,14.387,0.06925000000000026,0.16322086987885884,0.43099999999999916,0.5443983224391248,13.5425
J090459.92-004206.9,293,17,56785.235379655,60415.892372350005,14.58575,14.774000000000001,0.18825000000000003,0.03052701783088358,0.3725000000000005,0.3811683026743113,14.313500000000001
J090535.77-004039.9,302,17,56785.366983454995,60416.02085633,15.03275,15.31,0.27725000000000044,0.05007980004576714,0.4175000000000004,0.23265735061439502,14.6765
J090550.30+003948.1,298,17,56782.99811421,60415.57141656,14.675,14.742,0.06700000000000017,0.02388143797984255,0.15399999999999991,0.3925697019654763,14.383
J090624.60+505549.5,79,12,56959.259380660005,60400.89457196,16.014,16.253,0.23900000000000077,0.24452831677737522,0.504999999999999,0.09761504936794271,14.9785
J090826.74+002137.4,290,17,56784.742003785,60418.33363162,13.48875,13.309,-0.1797500000000003,-0.04636123951553664,0.37450000000000117,1.4693213130914375,12.598
J091156.22-005140.4,252,17,56787.374265984996,60419.61796885,15.90325,15.944,0.04075000000000095,0.024870229563756212,0.4194999999999993,0.1297528118847655,14.874500000000001
J091445.19+000648.8,249,17,56787.703497985,60419.87506428,15.16725,14.056,-1.11125,0.010152558419028134,1.1974999999999998,0.7384426603802149,13.128
J091459.16+050243.4,283,17,56783.92029618,60417.46709696,13.815000000000001,13.877500000000001,0.0625,0.002090146521203243,0.5184999999999995,0.870395783041686,13.489
J091649.41+000031.6,237,17,56788.22997646,60420.90268229,14.79075,15.0845,0.29375000000000107,0.014153205081371259,0.47300000000000075,0.2863629173971147,14.227
J092158.92+034235.7,263,17,56788.263593669995,60420.90331897,14.312000000000001,14.102,-0.21000000000000085,-0.22714632533865986,0.713000000000001,0.7078101371677078,13.274
J092313.53+043445.0,245,17,56788.36247153,60420.967752,15.29,15.151,-0.13899999999999935,0.09691046168930068,0.5474999999999994,0.2693498749519292,14.262
J092629.23-000605.7,272,17,56790.50047436,60423.08500096,15.70775,15.418,-0.2897500000000015,0.14046648811524512,0.6365000000000016,0.21062832702284012,14.542
J092702.31+043308.2,263,17,56789.217991065,60421.834796265,13.97025,14.025,0.0547500000000003,0.22142161507932784,0.47199999999999953,0.7598305977611437,13.245
J092739.77+050312.6,262,17,56789.18520153,60421.80283442,13.268749999999999,13.201,-0.06774999999999842,-0.07119762189009964,0.17800000000000082,1.6229934916021456,12.777
J092814.62+005631.0,276,17,56790.63226905,60423.14943396,14.126999999999999,13.877,-0.24999999999999822,-0.0005405510498694437,0.4150000000000009,0.8707967074218587,12.963
J092957.88+001508.7,250,19,56791.19147331,60423.8559692,15.4825,15.6975,0.21499999999999986,0.06423755929586317,0.5860000000000003,0.16282338463857923,14.949
J093041.65+011842.1,39,5,58074.952171735,60056.43201203,16.161,16.273,0.11199999999999832,,0.3359999999999985,0.09583337392477217,14.7225
J093149.46+014333.5,277,19,56791.1589385,60423.72780351,12.595,12.721,0.12599999999999945,-0.010008430846686865,0.238999999999999,2.5253220932516585,11.503
J093209.96+040319.9,273,17,56790.56707211,60423.182287145,14.6705,15.165,0.4944999999999986,0.050339544404158346,0.5995000000000008,0.2658990454467803,14.73
J093322.83+010120.9,274,20,56791.68522628,60424.33762499,13.4925,13.708,0.21550000000000047,-0.008782388656804052,0.29049999999999976,1.0174586732729467,13.295
J093614.70+012105.9,271,21,56792.34343583,60424.94757388,14.576,14.581,0.004999999999999005,-0.09451361586474887,0.30799999999999983,0.45532005355173655,14.104
J103723.72+363341.6,282,21,56792.87671944,60425.49977553,15.583,15.5605,-0.022500000000000853,-0.11804559053479834,0.3119999999999994,0.18472121575514105,14.783
J112256.45+435227.7,268,21,56797.649466329996,60430.34734211,15.838,15.957,0.11900000000000155,-0.24185310053881717,0.6485000000000003,0.12820848794144493,14.928
J112518.07+272452.8,273,21,56806.069349155005,60438.68416009,14.974,15.308,0.33399999999999963,0.12374020273334836,0.5225000000000009,0.2330863162629005,14.673
J112536.33+303915.9,291,21,56804.72103414,60437.2736373,15.2135,14.8065,-0.40700000000000003,0.12968576021468606,0.5250000000000004,0.3699276369434656,14.0
J112825.59+565646.1,316,18,56789.59051808,60422.45480546,16.2275,15.907499999999999,-0.3200000000000003,-0.021753789857546262,0.6679999999999993,0.13418895729607583,15.050999999999998
J112951.94+233237.3,299,21,56808.66786557,60441.18430841,15.05,14.576,-0.4740000000000002,0.11580017588471239,0.8420000000000005,0.4574217154284778,13.62
J113025.21+304033.7,285,21,56805.70802845,60438.20345941,14.7965,15.1125,0.3160000000000007,-0.053247909014358254,0.4479999999999986,0.2790723299345474,13.989
J113118.43+581841.8,359,17,56789.06423067,60421.68504692,14.857,15.041,0.18400000000000105,0.006601432678660869,0.38400000000000034,0.29806897783321484,14.443999999999999
J113200.64+292603.9,311,21,56806.49752203,60439.03726847,14.554,14.354,-0.20000000000000107,-0.023358632521025824,0.3280000000000012,0.5611988575584487,13.364
J113311.19+591357.9,26,2,56788.53794318,57341.54939954,16.385,16.378,-0.0070000000000014495,,0.0070000000000014495,0.08699950432515086,15.0155
J113333.82+592152.5,355,17,56788.53807054,60421.17098352,15.719999999999999,15.683,-0.036999999999999034,0.16659846332852465,0.4560000000000013,0.16501247499594854,14.906
J113457.21+292502.4,309,21,56807.1884562,60439.74297019,14.5,14.572,0.07199999999999918,-0.016145617552475098,0.23049999999999926,0.4591100273814773,14.006
J115705.84+560749.5,389,21,56794.953916615,60427.52553201,14.657,14.752,0.09500000000000064,-0.10325710234916578,0.3955000000000002,0.3889706013044274,13.958
J121345.97+484419.4,349,21,56803.638981840006,60436.25098642,14.931000000000001,14.775,-0.15600000000000058,-0.019615985760452877,0.46399999999999864,0.38081739531726444,13.802499999999998
J121618.00+515946.1,359,21,56801.566815905,60434.230641404996,14.904,15.275500000000001,0.37150000000000105,-0.09149234687361034,0.5340000000000007,0.24016890514215755,14.395
J122013.56+520206.3,359,20,56802.191980229996,60434.84046339,14.524000000000001,15.010000000000002,0.48600000000000065,0.07678000122845308,0.5945,0.30670212022210636,14.064250000000001
J122334.95+281544.0,45,8,56643.87227677,60453.55443553,16.281,16.241,-0.03999999999999915,0.35271075980263017,0.8140000000000018,0.09869991490908211,14.9985
J132457.29+480241.3,419,22,56643.86794722,60453.270662935,13.958,13.7005,-0.2575000000000003,0.14657513652711013,0.4919999999999991,1.024511359866471,12.910499999999999
J133244.09+141943.5,304,22,56665.74872497,60474.515588865004,14.509,14.962,0.4529999999999994,0.023536316464557647,0.5655000000000001,0.32056549815450514,13.921
J135157.54+533839.6,373,22,56643.471352835,60452.951681345,16.2235,16.1895,-0.03400000000000247,-0.012881438252222517,0.3440000000000012,0.10349438264157033,14.8205
J135415.55+515925.9,415,22,56645.77789874,60455.35358899,16.057,15.432,-0.6249999999999982,-0.27401704360089324,0.8800000000000008,0.207929820310556,14.606
J135544.26+531805.2,503,22,56644.72327751,60454.07282902,15.056,15.365,0.30900000000000105,0.018646117785845396,0.3385000000000016,0.221165192773414,13.818
J135704.22+553414.8,514,22,56641.98837381,60451.478635355,15.224,15.796,0.5719999999999992,0.08671215249438978,0.7150000000000016,0.14870198923405323,14.871
J135726.62+553736.0,504,22,56641.922412700005,60451.542431675,15.7105,15.6945,-0.016000000000000014,0.012658830725311968,0.2629999999999999,0.1632739044059178,14.6135
J135750.26+614309.0,613,21,56806.932571180005,60439.58940072,15.209,15.477,0.2680000000000007,-0.051377334465368275,0.39000000000000057,0.199488000916942,14.85
J135925.58+612603.8,585,21,56807.6234416,60440.134789015,15.284500000000001,15.352,0.067499999999999,-0.2656702108985958,1.1535000000000029,0.22382921844061585,14.3965
J140037.13+622132.9,596,21,56806.24182808,60438.788195205,12.778,12.8835,0.10549999999999926,0.008958448839456007,0.37200000000000166,2.1742865445434134,12.5415
J140104.00+633733.2,94,18,56804.070529285,60277.62773446,16.261000000000003,16.46,0.19899999999999807,0.09374914384962411,0.4405000000000001,0.08067087698666572,15.235
J140219.42+554556.4,395,22,56642.74597157,60452.21509442,16.074,16.075,0.0009999999999976694,-0.00041383204777316535,0.363999999999999,0.11500501481473886,14.961
J140515.59+542458.0,537,22,56645.11834378001,60454.5856189,14.1105,13.766,-0.34450000000000003,0.18004689224096085,0.597999999999999,0.9645323055432644,13.289
J141634.37+515849.3,535,22,56651.83945007,60459.996137995,15.007,15.625,0.6180000000000003,-0.09362918869090472,0.8049999999999997,0.17406713379942065,14.5965
J142310.50+045455.1,292,22,56682.483560455,60492.44469015,15.350999999999999,15.299,-0.0519999999999996,0.08069163062265952,0.4559999999999995,0.2350264702970055,14.471
J142613.05+321212.3,370,22,56669.76382466,60481.64937552,15.057500000000001,15.089,0.03149999999999942,0.023748789424974572,0.285499999999999,0.28517849862252437,14.541
J142651.49+351924.5,357,22,56668.017382114995,60479.53989593,15.646,15.893,0.2469999999999999,-0.26166604215248446,0.6300000000000008,0.135993070096791,14.691500000000001
J142813.06+045247.6,262,22,56683.93273174,60493.562398220005,14.612,14.961,0.3490000000000002,0.0760102548227394,0.5069999999999979,0.3208608858996581,14.481
J142835.15+305639.6,163,21,56670.916999185,60482.9916442,16.145,16.104,-0.04100000000000037,-0.09184340183973586,0.38599999999999923,0.11197389316899603,15.0015
J143421.57+044137.2,290,22,56685.44805491,60495.12757128,15.253,15.152,-0.10100000000000087,0.02323537070881986,0.3650000000000002,0.26910190875936446,14.446
J143438.23+034121.9,200,22,56685.67885508,60495.19073088,16.0405,15.868,-0.1725000000000012,-0.09105514575763028,0.5169999999999995,0.13916075562879157,14.781
J143732.94+355947.1,410,22,56670.158382049995,60482.09722279,13.996,14.645,0.6489999999999991,0.051342580667106036,0.7685000000000013,0.4292563992690038,13.832
J144024.60+345624.2,334,22,56671.640852950004,60483.37594331,15.799,15.941500000000001,0.14250000000000185,-0.07288102127594293,0.49350000000000094,0.1300519230074369,14.941
J144133.10+051633.5,133,19,56686.864245995006,60496.65982751,16.063,15.935500000000001,-0.12749999999999773,-0.3858537275762829,0.7550000000000008,0.13077260598016455,14.931
J144731.89+342921.1,369,22,56673.65017917,60485.645231095,14.545,14.8625,0.3175000000000008,0.19717377073903275,0.49350000000000094,0.3513312478832082,14.1795
J153144.80+395542.2,443,22,56684.45303509,60494.144204655,14.494,14.634,0.14000000000000057,-0.026227248386912875,0.27200000000000024,0.43362746161330173,13.673
J155829.36+271714.2,325,22,56698.35426948,60511.756627384995,13.17,13.34,0.16999999999999993,0.029213323754959736,0.8140000000000001,1.4279624202941974,12.748
J160451.30+553223.5,718,22,56674.17277472,60486.03322944,14.443,14.167,-0.2759999999999998,-0.08752177397563682,0.5425000000000004,0.6666790045116696,13.46
J160541.37+335021.4,313,22,56697.5956532,60510.96063983,15.451,15.465,0.013999999999999346,0.046748161938942344,0.45700000000000074,0.2017050530975933,14.401
J160730.23+560305.6,721,22,56673.90905751,60485.841585999995,15.682500000000001,14.894,-0.7885000000000009,-0.0986315818796236,0.8970000000000002,0.341284667958922,13.9255
J160738.15+472349.1,672,22,56689.06266773,60499.062501835,15.095,15.232,0.13699999999999868,0.0758324893588215,0.5635000000000012,0.2499866278557709,14.577
J161003.12+543627.9,661,22,56677.73034728,60489.70743588,15.0935,15.238,0.14449999999999896,0.0267749123826607,0.24200000000000088,0.2486089608378591,14.595
J161734.42+490211.9,662,22,56690.44574984,60500.6270381,15.9585,15.918,-0.040500000000001535,-0.0012592920246321283,0.3144999999999989,0.13289748989063688,14.796
J161832.10+431129.6,577,22,56696.30934819,60509.144740155,15.3315,15.378,0.046499999999999986,-0.015114619882198296,0.16499999999999915,0.21853287446240566,14.925
J162829.18+432948.6,581,22,56699.47083304,60512.90756941,14.4885,14.3925,-0.09600000000000009,0.042495220134229364,0.37599999999999945,0.5416475439968756,13.657499999999999
J163110.02+384457.4,173,20,56703.42358679,60517.08164228,15.118,15.386,0.2679999999999989,0.011875978147515271,0.7349999999999994,0.21692858242594854,14.371
J163345.19+441150.1,553,22,56700.72212003,60514.21462737,15.901499999999999,15.853,-0.04849999999999888,-0.04354223250923014,0.4739999999999984,0.14109667457975153,14.735
J164348.61+390939.1,540,22,56707.37564741,60521.03255236,15.327,15.251999999999999,-0.07500000000000107,0.03397204424456574,0.41800000000000104,0.24542385767990593,14.285
