name,n_frames,n_visits,mjd_first_neo,mjd_last_neo,w1_first,w1_last,dw1_neowise,w1_slope_2yr,w1_amp_visits,w1_flux_last_mjy,w2_last
P10057,284,22,56663.67973485,60502.973874935,14.323,14.377,0.05400000000000027,-0.011253764045361157,0.18149999999999977,0.5494355780969915,13.2885
P10059,286,22,56661.736935994995,60501.28155502,14.563,14.853,0.28999999999999915,0.08174440974159786,0.4900000000000002,0.3544188224080008,13.8785
P1006,457,22,56687.05538042,60496.79391427,14.6095,14.5835,-0.0259999999999998,0.04657382285868463,0.20899999999999963,0.4542728464882546,13.715
P10062,92,17,56671.85191576,60508.93749824,13.28925,13.335,0.045750000000001734,0.061839469361767076,0.1750000000000007,1.4345535953517041,12.596
P10064,271,22,56652.54121093,60490.94121244,14.465,14.518,0.053000000000000824,0.04935641399614987,0.27449999999999974,0.48252162113321606,13.664
P10065,271,22,56652.60704477,60491.00507237,13.104,13.036,-0.06799999999999962,0.010563267470621867,0.21699999999999875,1.8893689691378743,11.969
P10067,220,22,56660.12025069,60499.528494875005,14.458,14.4095,-0.048500000000000654,0.04158335198881689,0.27550000000000097,0.5332327049024191,13.4415
P10068,291,22,56664.20857021,60503.355060595,14.209,14.1675,-0.041499999999999204,0.007938338262452799,0.19149999999999956,0.6663720581665813,13.401
P10069,279,22,56655.44159219,60494.42122823,12.858,13.0785,0.22049999999999947,0.14175299008078626,0.3324999999999996,1.8168403991200657,11.9305
P10070,247,22,56658.34044532,60497.58200867,14.341,14.2235,-0.11749999999999972,-0.07995556342530233,0.34500000000000064,0.6328733064784408,13.303
P10071,188,20,56658.01089422,60496.94360005,13.996,13.9815,-0.014499999999999957,0.027885794220269332,0.363999999999999,0.7908912636442733,12.89
P10073,270,22,56655.21079177,60494.19787772,14.734,14.9165,0.18249999999999922,0.08885669820650562,0.3179999999999996,0.3342849144392976,13.917
P10075,274,22,56663.28434985,60502.55913574,14.2,14.621,0.42100000000000115,0.009489683237194544,0.4919999999999991,0.43885068265118327,13.855
P10076,255,22,56659.65826784,60498.98648131,14.268,14.2465,-0.021500000000001407,-0.034936710430817954,0.3049999999999997,0.6196076601437523,13.1835
P10078,272,22,56663.94294281,60503.22956920499,14.865,15.1005,0.23550000000000004,-0.046334860812059515,0.4850000000000012,0.2821738594240249,14.0315
P10079,286,22,56659.52863763,60498.85653301,14.586,14.395499999999998,-0.1905000000000019,-0.10048329815405097,0.32399999999999984,0.5401529822885077,13.3045
P10081,290,22,56662.36305832,60501.88787398501,14.569,14.483,-0.0860000000000003,0.006080496023965189,0.28000000000000114,0.4983297077518089,13.442
P10082,272,22,56662.23126332,60501.79205226,14.076,13.779,-0.2970000000000006,-0.018499421735179638,0.45000000000000107,0.953052397617417,12.724
P10083,235,21,56654.45268404,60493.39985147,14.867,15.2525,0.3854999999999986,-0.08917721351358951,0.5210000000000008,0.24531086183692524,14.1295
P10084,250,21,56654.28790844499,60493.240233275,15.021,14.8365,-0.18450000000000166,0.10958234537563737,0.3404999999999987,0.35984608183512956,13.9495
P10088,253,22,56659.92185779,60499.178124675,14.394,14.2425,-0.1515000000000004,0.05222102649147962,0.2829999999999995,0.6218945892149055,13.088
P10089,251,21,56653.72749311,60492.410118194995,13.3655,13.454,0.0884999999999998,-0.09513284529565892,0.35800000000000054,1.2856323095508773,12.508
P1009,459,22,56691.403204445,60501.549919265,14.625,14.879,0.25399999999999956,0.040565966613564965,0.35499999999999865,0.34603241062091333,13.7945
P10091,242,22,56653.167268955,60491.70765868,15.692,15.6745,-0.01750000000000007,0.17192891525061207,0.5025000000000013,0.16630939292183902,14.7505
P10092,243,21,56654.05717167,60492.920997409994,13.6565,13.74,0.0835000000000008,0.08839887299834162,0.3290000000000006,0.9879086276678888,12.667
P10093,257,21,56653.79345431,60492.53790167,13.307,13.622,0.3149999999999995,0.07297449338114538,0.3544999999999998,1.1013282471346273,12.5275
P10095,268,22,56663.48140567501,60502.71926296,14.684,14.9455,0.26149999999999984,0.03240326935947462,0.31349999999999945,0.32547435742459263,13.71
P10096,266,22,56662.987206239995,60502.432116295,14.936,14.8065,-0.12950000000000017,0.05503918941362692,0.35100000000000087,0.3699276369434656,13.9645
P10097,274,22,56659.100208425,60498.40995894,14.7335,14.4745,-0.25899999999999856,-0.03401927582830135,0.38700000000000045,0.5022463372733221,13.36
P10098,263,22,56662.85522021,60502.336549015,14.096,14.18,0.08399999999999963,0.09472294508518977,0.2835000000000001,0.6587441602934878,13.358
P10099,273,22,56658.96828608,60498.21857024,14.359,13.9715,-0.3874999999999993,-0.14121678019098058,0.4269999999999996,0.7982092904058196,13.542
P101,459,22,56692.42432813,60502.66699063,13.508,13.837,0.3290000000000006,0.17560242478956092,0.6014999999999997,0.9034763283509425,13.076
P10100,276,22,56662.525732825,60502.208701594995,13.859,13.9895,0.13049999999999962,0.040938904757659066,0.3739999999999988,0.7850851781338469,13.117
P10101,273,22,56662.42685476,60501.889784065,13.693,14.069,0.3760000000000012,0.13202620831335862,0.4930000000000003,0.729653681824531,13.192
P10102,282,22,56658.70469608,60497.96325792,13.2945,13.372,0.07750000000000057,-0.00033008904606102656,0.17100000000000115,1.3864901170445079,12.1835
P10104,262,21,56654.38443074,60493.30638525,13.517,13.421,-0.09600000000000009,0.021017958504693613,0.18200000000000038,1.3253078740720414,12.296
P10105,282,22,56650.3325936,60486.18202383,14.9845,14.943,-0.04150000000000098,0.019362319972107293,0.3230000000000004,0.326224653306708,14.0655
P10106,289,22,56650.29954938,60486.182087495,14.628,15.101,0.47300000000000075,0.014952650354317098,0.5419999999999998,0.2820439434761047,13.8645
P1011,451,22,56692.325641154996,60502.53876149,14.9345,14.782,-0.15249999999999986,0.04166038874570141,0.37849999999999895,0.37837007254973815,13.961
P10110,248,22,56662.75640575,60502.27268882,13.883,13.961,0.07800000000000118,-0.0003444988355077721,0.23049999999999926,0.8059661056934955,13.195
P10111,155,22,56658.53972954,60497.73997117501,15.243,15.187,-0.05600000000000094,-0.041306409109851214,0.39649999999999963,0.2605654193293281,14.464
P10115,284,22,56652.21140515,60490.55817981,13.979,14.264,0.28500000000000014,0.08912034841439034,0.30599999999999916,0.6097008187961216,13.101
P10116,292,22,56651.81589288,60488.06649643,14.0325,14.0705,0.03799999999999848,0.022875081667869317,0.17300000000000004,0.7286463240283836,12.929
P10117,266,22,56659.03386522,60498.378442789995,14.819,14.97,0.1509999999999998,0.06980842294333302,0.34850000000000136,0.31821216492206833,13.932
P10118,280,22,56658.11091836,60497.26162682,13.962,14.1625,0.2004999999999999,0.08112975038297708,0.3349999999999991,0.6694478918344619,13.115
P10119,260,22,56660.74605412,60500.262533885,13.557,13.762,0.20500000000000007,0.1516537208034819,0.5695000000000014,0.9680923276532261,12.777
P1012,398,22,56687.384931435,60497.144730485,13.454,13.535,0.08099999999999952,-0.0005461544102464142,0.20199999999999996,1.1932097083186286,12.403
P10120,252,22,56660.68009294,60499.94368006,13.8205,13.865,0.044500000000001094,0.017084560586452743,0.18099999999999916,0.8804744911994273,12.84
P10121,236,21,56653.85903348,60492.76176146,15.481,15.558,0.07699999999999996,-0.03600881406627111,0.32149999999999856,0.1851470421354955,14.573
P10122,239,22,56656.69205285,60495.69963658,14.562,14.5435,-0.018499999999999517,0.009617255411344679,0.15499999999999936,0.47132098676609907,13.5875
P10127,284,22,56672.345924475,60509.606975945,14.705,14.807,0.10200000000000031,0.05347565757767744,0.49549999999999983,0.36975731819135477,13.976
P10128,304,22,56670.104963474994,60507.21603061,13.257,13.405,0.1479999999999997,0.05426325313685256,0.22299999999999898,1.344982947900682,12.3265
P10129,293,22,56664.60370053,60503.51480587,14.407,14.2225,-0.1844999999999999,0.02726651829792881,0.3124999999999982,0.6334564728517554,13.327
P1013,415,22,56687.450765229994,60497.17643758,14.2815,14.297,0.01550000000000118,-0.022602170009986617,0.07850000000000001,0.5914482869520098,13.828
P10131,262,22,56655.3421411,60494.29414508,14.689,14.671,-0.018000000000000682,0.03090329034178121,0.261000000000001,0.4190991483023264,13.884
P10132,253,22,56655.07848741,60493.97490923499,15.3325,15.4715,0.13900000000000112,0.11718488985037999,0.3384999999999998,0.20050110860752657,14.626
P10135,239,22,56656.528805359994,60495.53849059,15.602,15.505,-0.09699999999999953,-0.1885393917916676,0.4750000000000014,0.19440918438707405,14.535
P10136,249,22,56656.199254245,60495.3474839,14.604,14.731,0.12700000000000067,-0.048704068793467455,0.3800000000000008,0.39656718842041483,13.794
P1014,361,22,56695.81826907499,60507.546975605,15.216,14.9925,-0.2234999999999996,-0.033839001989309156,0.261000000000001,0.31168562877638756,13.959
P10140,253,22,56660.21861943,60499.432991295,13.8965,13.984,0.08750000000000036,0.051019288585747564,0.12950000000000017,0.7890722642145923,12.987
P10141,297,22,56669.14903602,60506.16364723,15.082,15.3775,0.29549999999999876,0.0923089539515597,0.3365000000000009,0.21863353574655733,14.0765
P10142,245,21,56654.089706565,60492.953277555,14.8015,14.59,-0.2115000000000009,-0.02134748697593405,0.2859999999999996,0.4515613661256311,13.834
P10146,281,21,56653.75837264,60492.508040995,14.782,14.421,-0.36100000000000065,-0.05731996399537057,0.5679999999999996,0.5276145678590917,13.613
P10147,282,22,56659.85780677,60499.144380195,13.483,13.468,-0.015000000000000568,0.06816400899663068,0.15100000000000158,1.269161175464171,12.935
P10148,299,22,56650.89256373,60486.75727222501,13.187,13.269,0.08200000000000074,0.018381772261864247,0.12049999999999983,1.524462614299398,13.032
P10149,282,22,56650.76076877,60486.5656289,14.097,14.324,0.2270000000000003,0.0062223238502058225,0.29600000000000115,0.5769215720600419,13.221
P10150,275,22,56652.73845775,60489.024777595,15.0925,14.958,-0.13449999999999918,0.008423428697582811,0.38349999999999973,0.32174868326355976,13.979
P10151,269,22,56655.63718356,60494.58294726,15.046,14.817,-0.2289999999999992,-0.04055444652749996,0.4220000000000006,0.3663673627218743,13.82
P10153,284,22,56652.11214507,60490.43071468,14.134,14.348,0.2140000000000004,0.04782212683944007,0.28999999999999915,0.5643087420692178,13.394
P10154,292,22,56672.70852016,60509.95747343,14.411,14.542,0.13100000000000023,0.04655486198208991,0.25049999999999883,0.47197259078144976,13.585
P10157,262,22,56653.72711112,60492.47436013,13.237,13.263,0.0259999999999998,-0.13546976783800369,0.30400000000000027,1.5329104267060087,12.3455
P10158,273,22,56653.33172616,60491.899493045,13.0245,13.548,0.5235000000000003,0.11778312266169493,0.6944999999999997,1.1790080714123274,12.4515
P10159,264,22,56653.33172616,60491.77177325,14.524,14.424,-0.09999999999999964,0.12032270694251196,0.42650000000000077,0.5261587271770097,13.426
P1016,362,22,56695.78522487,60506.430483715,12.9295,12.565,-0.3645000000000014,-0.33108054208679083,0.791500000000001,2.9155250570768043,11.862
P10162,273,22,56658.9021339,60498.21882493,15.251,15.2265,-0.024499999999999744,0.05302354911780466,0.5739999999999981,0.25125619481749273,14.0815
P10163,322,22,56669.70964215,60506.83261656,13.47,13.386,-0.0840000000000014,-0.26198683176678894,1.0015,1.3687268230932912,12.552
P10165,287,22,56665.98710238,60503.32341714,15.032,14.89,-0.14199999999999946,-0.1133681222483554,0.3780000000000001,0.3425443260924465,13.9935
P10166,230,22,56659.09823467,60498.31611098501,15.017,15.189,0.1720000000000006,-0.33023584822258256,0.8245000000000005,0.2600858818949866,14.469
P10167,219,22,56659.09823467,60498.34807278,13.385,13.5585,0.17350000000000065,0.13462355855293637,0.3565000000000005,1.1676610088398176,12.539
P10168,265,22,56655.96851751,60494.996222625,14.6735,14.724,0.050499999999999545,0.14174736703804658,0.2795000000000005,0.39913221134237786,13.65
P1017,395,22,56696.114330005,60508.98308498,14.576,14.726,0.15000000000000036,-0.022761229676757158,0.34999999999999964,0.39839765939345606,14.068
P10172,258,22,56654.81489741,60493.815163915,14.0765,14.133,0.05649999999999977,0.02050656893004404,0.11500000000000021,0.6878864871647522,13.7565
P10173,268,22,56654.78191682,60493.6875078,13.292,13.331,0.0389999999999997,-0.009314507576750184,0.25849999999999973,1.4398484335733266,12.577
P10175,289,22,56660.35232452499,60499.62272453,15.0265,14.9,-0.12650000000000006,-0.055445824456655836,0.3409999999999993,0.3394038608341608,14.035
P10176,279,22,56655.342332094995,60494.389712135,15.014,15.102,0.08800000000000097,-0.1009235713360717,0.352999999999998,0.28178429099691865,14.091
P10177,254,22,56659.82336179,60499.018188425005,14.356,14.1495,-0.20650000000000013,-0.06180262348972888,0.5330000000000013,0.6775116668993203,13.558
P10178,237,22,56659.95515675,60499.17774268,14.526,14.563,0.03700000000000081,0.031332522955393086,0.386000000000001,0.46293154803529957,13.527
P10179,259,22,56656.7927137,60495.88924258,15.2945,15.155,-0.13949999999999996,-0.11334617594826812,0.4745000000000008,0.2683593790221982,14.327
P1018,316,22,56702.506881,60516.18441475,12.4915,12.32,-0.17149999999999999,-0.10388032525611345,0.46000000000000085,3.653564495596357,11.467
P10183,292,22,56659.72613909,60498.9843802,14.435,14.359,-0.07600000000000051,0.02972471090154996,0.41199999999999903,0.5586203830251668,13.552
P10187,266,22,56662.42723675,60501.88952938,14.755,15.175,0.41999999999999993,0.08258621790869568,0.8194999999999997,0.2634612683451634,14.472
P10189,270,22,56661.89980201,60501.443019385,13.944,14.038,0.09399999999999942,0.11578556334476821,0.30049999999999955,0.7507870589896493,13.064
P10191,283,22,56669.01749574,60506.00402906,12.262,12.2245,-0.037499999999999645,0.06367634063894213,0.09800000000000075,3.9894844648305354,11.138
P10194,263,22,56663.28447721,60502.49470284,15.049,15.3725,0.323500000000001,-0.03737747282988628,0.3694999999999986,0.2196427022953869,14.4885
P10195,274,22,56663.28447721,60502.55888106,14.75,14.822,0.07199999999999918,0.11822942938617041,0.45199999999999996,0.36468405759414574,13.737
P10198,250,22,56656.36301112,60495.31660448,13.821,13.941,0.120000000000001,0.10384701894452159,0.45000000000000107,0.8209501343229088,13.358
P102,466,22,56687.87886977,60497.71972421,13.675,13.7975,0.12249999999999872,0.16613034356774856,0.3990000000000009,0.9369507825344778,12.9635
P1020,323,22,56702.37521361,60516.024924305,11.875,12.0755,0.2004999999999999,-0.061122708411021895,0.36100000000000065,4.576324144246228,11.1025
P10200,238,22,56656.62660108,60495.762923475006,14.465,14.632,0.16699999999999982,0.027254943755669895,0.31450000000000067,0.4344269690640206,14.281
P10202,286,22,56658.507130985,60497.739652735,14.8665,15.0685,0.20199999999999996,0.06635214642417617,0.29600000000000115,0.2906141647123985,14.243
P10204,310,22,56671.028228865,60508.17162536,14.624,14.659,0.03500000000000014,0.016683998034110255,0.4634999999999998,0.42375689551710477,13.913
P10207,318,22,56669.84175552,60507.02375058,13.614999999999998,13.738,0.12300000000000111,0.14031896259444285,0.4599999999999991,0.9897300997340521,12.837
P10208,314,22,56671.22598505,60508.29966336,13.31,13.332,0.02200000000000024,-0.06328630032176673,0.6225000000000005,1.438522894684519,12.483
P10209,282,22,56667.63536743499,60505.1411881,14.283,14.469,0.18599999999999994,0.11756976664193283,0.3454999999999995,0.504797015131243,13.291
P1021,290,22,56702.96822639,60516.63010227,13.217,13.283,0.06599999999999895,0.013096148781259639,0.0909999999999993,1.5049316582525107,12.116
P10210,318,22,56670.13845343,60507.18362316,13.956,14.135000000000002,0.17900000000000205,0.04052817753320227,0.20849999999999902,0.6866205197849585,13.124
P10214,302,22,56661.34148733,60500.64333749,13.7,13.668500000000002,-0.03149999999999764,-0.015557576613256859,0.3290000000000006,1.0551562561241516,12.746
P10215,290,22,56666.18377617,60503.26070328501,14.367,14.449,0.08199999999999896,0.09834391731673889,0.2525000000000013,0.5141818923281078,13.326
P10220,261,22,56662.62524752,60502.11256157,13.774,14.0185,0.24450000000000038,-0.006242843640576991,0.26700000000000124,0.7643931354344339,12.902
P10223,273,22,56654.9454827,60493.94415715001,15.242,15.222,-0.02000000000000135,-0.09213264745690275,0.3420000000000023,0.2522997256440151,14.093
P10226,275,22,56671.68733124,60508.87357472,14.1,14.162,0.062000000000001165,0.04551698631314906,0.2665000000000006,0.6697562549795043,13.291
P10230,229,22,56659.65903187,60498.92185736,14.288,14.0795,-0.2085000000000008,-0.09961256931682223,0.31649999999999956,0.7226313160030622,12.979
P10231,290,22,56669.28146765,60506.38642501,13.77,14.049,0.2789999999999999,-0.015067574673709666,0.4740000000000002,0.7432189565684476,13.271
P10233,251,22,56657.97797729,60497.00739632,12.3975,12.765,0.3674999999999997,0.11505989568390629,0.5999999999999996,2.425028116218528,11.9725
P10235,178,22,56657.64842613,60496.720249535,14.767,14.9755,0.2085000000000008,-0.056078944206482476,0.7155000000000005,0.3166042775953638,13.996
P10236,274,22,56659.43001432,60498.72868591,14.8365,14.891,0.05450000000000088,0.0027718974593748816,0.21000000000000085,0.34222897635508004,13.985
P10238,234,21,56654.05742634,60492.92080641,15.54,15.803,0.2630000000000017,-0.29114613472818707,0.3564999999999987,0.14774635598750535,14.597
P10239,248,22,56654.78236249,60493.655164005,14.202,14.5435,0.3414999999999999,0.06877612848107503,0.4599999999999991,0.47132098676609907,13.7965
P1024,472,22,56687.02259086,60496.79378691,13.369,13.7565,0.38750000000000107,0.06448257077394202,0.47999999999999865,0.973008822769891,12.6035
P10240,245,21,56654.15611339,60493.14441164,14.356,14.3525,-0.0035000000000007248,0.14064428591055844,0.3229999999999986,0.5619747182547968,13.658
P10242,263,21,56654.55168944,60493.52744426,13.633,13.656,0.023000000000001464,0.05716212852744091,0.13000000000000078,1.0673743897289887,12.534
P10243,272,21,56654.485791939995,60493.43168622,14.15,14.4085,0.25849999999999973,0.0232099661040126,0.339500000000001,0.533724056614471,13.319
P10244,245,22,56658.637015845,60497.901180745,14.14,14.327,0.1869999999999994,-0.021444162136582224,0.35350000000000037,0.5753296791402099,13.65
P10245,264,22,56656.562295315,60495.569815695,13.894,13.917,0.022999999999999687,0.03451538535818848,0.20599999999999952,0.8392991402893784,12.971
P10246,257,22,56659.03265551,60498.443512419995,14.364,14.5415,0.17749999999999844,0.1308689912435811,0.27449999999999974,0.47218999224651237,13.5285
P10247,253,22,56658.99967492,60498.3478181,14.312,14.275,-0.036999999999999034,-0.059634947707226146,0.28800000000000026,0.6035548974091042,13.475
P10249,275,22,56655.73822641,60494.772362715,13.682,13.883,0.20099999999999874,-0.12845462423469092,0.581999999999999,0.865997779121528,13.25
P1025,458,22,56687.648578975,60497.43213194,12.4595,12.588,0.12849999999999895,0.06294065320411404,0.27200000000000024,2.8544127872256495,11.581
P10250,255,22,56658.80179141,60498.12446759,14.8675,15.081,0.2134999999999998,0.11873869050502982,0.36599999999999966,0.28728753187758294,14.355
P10251,250,22,56658.67012373,60498.09250582,14.425,14.317,-0.10800000000000054,0.05302977295733909,0.24399999999999977,0.5806531391178291,13.235
P10252,271,22,56656.16691037,60495.21925477,13.634,13.495,-0.13900000000000112,-0.026108252070822374,0.18050000000000033,1.237988978410502,12.452
P10256,258,22,56658.9006695,60498.12446759,14.353,14.657,0.30400000000000027,0.11300881659301039,0.49799999999999933,0.42453820395637965,13.557
P10258,239,22,56662.09946828,60501.69635789,14.397,14.4715,0.07450000000000045,0.02944669596521392,0.2240000000000002,0.5036360142138752,13.348
P10259,287,22,56668.391628690006,60505.334041205,14.718,14.8215,0.10350000000000037,0.10282328920635574,0.3025000000000002,0.36485203948537026,13.8285
P10261,292,22,56667.66656528,60505.111009055,14.418,14.246,-0.17199999999999882,0.10090238514020686,0.7074999999999996,0.6198930657281224,13.1465
P10266,278,22,56659.19908654,60498.34603529,14.803,14.873,0.06999999999999851,-0.057485535555266525,0.26500000000000057,0.34794994986662003,13.9025
P10267,289,22,56661.20803691,60500.64499287,13.1995,13.129,-0.0705000000000009,-0.07958316891373889,0.23799999999999955,1.7342702662447196,12.095
P10268,281,22,56658.27626694,60497.45250619,13.699,13.898,0.19899999999999984,0.10363993413029401,0.3340000000000014,0.8541158441497508,12.9705
P10269,199,21,56653.49516463,60492.34797738,14.354,14.733,0.37900000000000134,0.20345737423378543,0.5750000000000011,0.3958373570691618,13.8915
P1027,385,22,56696.50952362,60509.62047414,14.022,14.059,0.036999999999999034,0.029981108010130503,0.0884999999999998,0.736405084217889,13.5695
P10270,299,22,56649.93714499,60485.73474978,12.955,12.883,-0.07200000000000095,0.022304870006090497,0.3070000000000004,2.1752880710927984,12.1545
P10271,285,22,56652.77010124,60490.2080646,12.643,12.705,0.06199999999999939,-0.030792961810307048,0.3525000000000009,2.562812173555155,12.331
P10272,295,22,56649.44281823,60485.255513505006,13.071000000000002,13.013,-0.058000000000001606,0.029022083352217398,0.1399999999999988,1.9298198901844332,11.912
P10274,282,22,56658.80357412,60498.02692684,13.346,13.507,0.1609999999999996,0.03681095139025091,0.36549999999999905,1.224381554490987,12.613
P10277,290,22,56662.56094178,60501.98318637,14.332,14.32,-0.012000000000000455,0.040743115350584426,0.1095000000000006,0.579050949728829,13.688
P10279,272,22,56661.96780066,60501.40902016,14.132,14.173,0.04100000000000037,0.0047069691890365035,0.3904999999999994,0.663004961288126,13.238
P1028,381,22,56696.6744263,60510.00293279,14.8195,14.7025,-0.1169999999999991,-0.0441466992382005,0.30849999999999866,0.4071146945567853,13.672
P10283,261,22,56659.19743105,60498.475092484994,14.912,15.171,0.25899999999999856,-0.08391197006370639,0.5225000000000009,0.26443368568674647,14.1765
P10284,257,22,56658.966885345,60498.18807282499,14.571000000000002,14.702,0.13099999999999845,0.10039150001566498,0.21449999999999925,0.40730222097839003,13.58
P10285,283,22,56667.96326318,60505.23834686499,14.349,14.37,0.02099999999999902,0.05360258403850991,0.301499999999999,0.5529893639197034,13.425
P10287,276,22,56652.87088937,60489.279707835,13.566,13.446,-0.120000000000001,0.095342762580511,0.5615000000000006,1.295140183769016,12.906
