name,visit,mjd,w1,w1err,w2,n
P14273,318.0,57306.139191545,13.8345,0.029704245584971388,13.004000000000001,12
P14273,319.0,57470.61476148,13.8645,0.01701213372809244,13.029,12
P14273,320.0,57670.37219897,13.896,0.02828441884540595,13.045,13
P14273,321.0,57831.33720939,13.867,0.020593143445588675,13.03,13
P14273,322.0,58034.52248067,13.906,0.021067017763577146,13.012,15
P14273,323.0,58191.889868425,13.891,0.02696657801754085,13.023,14
P14273,324.0,58401.516268085004,13.907499999999999,0.01526846763045294,13.0775,12
P14273,325.0,58556.39998392,13.928,0.016359785339406345,13.05,25
P14273,326.0,58765.75613653,13.9,0.018628151665855006,13.092,13
P14273,327.0,58923.04147678,13.913,0.031810886445402864,12.994,13
P14273,328.0,59129.87716978,13.92,0.03746647366241817,13.0495,4
P14273,329.0,59133.24551,13.875,0.01553741940232745,12.996,31
P14273,331.0,59653.86165622,13.852,0.014313710259906142,13.018,25
P14273,333.0,59869.51100757,13.868,0.013837854755353743,12.991499999999998,25
P14273,335.0,60305.54561329,13.808499999999999,0.013095053327662035,12.962499999999999,24
P14296,322.0,58037.79532043,13.422,0.02692874806739799,12.495,5
P14296,326.0,58768.83032891,13.592,0.01184572944876482,12.683,3
P14296,329.0,59136.05700146,13.508,0.035199165959358694,12.734,3
P14296,331.0,59500.261673425004,13.3975,0.03771371084758142,12.503499999999999,4
P14296,333.0,59869.83711991,13.44,0.050272798529721774,12.518,3
P14296,335.0,60388.70602876,13.366,0.010776346359910965,12.49,17
P14316,316.0,56946.93211521,13.092500000000001,0.014313100742641081,12.36,16
P14316,317.0,57114.42727049,13.067,0.01798310988864852,12.393,15
P14316,318.0,57308.99137905,13.09,0.01254306932287821,12.439,13
P14316,319.0,57473.433900154996,13.055,0.020409632254985727,12.3895,14
P14316,320.0,57673.089728830004,13.1035,0.016916325172356656,12.3865,14
P14316,321.0,57834.121343915,13.065000000000001,0.019896326309766173,12.350999999999999,14
P14316,322.0,58040.086066004995,13.124,0.018405054723996953,12.433,16
P14316,323.0,58194.73785922,13.104,0.01611946033173939,12.438,13
P14316,324.0,58404.29631103,13.122,0.018883934917020295,12.404,13
P14316,325.0,58561.69979308,13.067,0.0190457863487346,12.397,13
P14316,326.0,58768.56801307,13.103,0.013030554775623131,12.409,11
P14316,327.0,58925.822538270004,13.094000000000001,0.015352408273101968,12.3845,12
P14316,329.0,59136.25259228,13.094,0.015139023791078456,12.419,27
P14316,331.0,59500.35908684,13.115,0.015244352431858734,12.441,23
P14316,333.0,59867.065737685,13.113,0.010255476741471906,12.4705,26
P14316,335.0,60385.393647310004,13.144,0.011499049532149043,12.4605,32
P14354,316.0,56946.899898735006,14.868500000000001,0.0336930542389131,13.9605,24
P14354,317.0,57114.75478397,14.976,0.042272172086951845,14.153,11
P14354,318.0,57309.221670030005,14.905,0.045054885309757875,14.0485,12
P14354,319.0,57473.760904894996,14.970500000000001,0.04127755628081557,13.9535,16
P14354,320.0,57673.417880005,14.987,0.03687296465241232,14.106,12
P14354,321.0,57834.34991664,14.905,0.05346799703333826,14.069,15
P14354,322.0,58040.021314665006,15.042,0.038255472778349744,14.146,22
P14354,323.0,58195.06435523,15.171,0.05374578430481758,14.175,15
P14354,324.0,58404.591480305,15.038,0.056050412221257784,14.198,12
P14354,325.0,58562.02622406,15.086500000000001,0.06047674304251693,14.32,10
P14354,326.0,58768.89578059,15.157,0.04532892037165129,14.285,11
P14354,327.0,58926.148587150004,15.1155,0.047342377560390024,14.2045,14
P14354,329.0,59289.879834515,15.34,0.037157345660535475,14.393999999999998,26
P14354,331.0,59656.99646635,15.202,0.04549901810857852,14.342,25
P14354,333.0,60021.14855041,15.212,0.049788778634363665,14.425,25
P14354,335.0,60385.61820789,15.299,0.04146946789469237,14.41,35
P14400,316.0,56954.892963705,14.038,0.019064824287387483,13.1005,12
P14400,317.0,57122.43250909,14.035,0.02633045103072532,13.114,13
P14400,318.0,57316.89914165,13.9735,0.03545856459132333,13.092500000000001,12
P14400,319.0,57481.39223102,14.1,0.02629595982402823,13.179,11
P14400,320.0,57680.98751553,14.09,0.033824997550845344,13.238,13
P14400,321.0,57841.975083355006,14.0875,0.018530109523995808,13.193999999999999,12
P14400,322.0,58048.044376014994,14.025,0.025124067978086143,13.15,12
P14400,323.0,58205.008136239994,14.051,0.02901497281757561,13.161999999999999,22
P14400,325.0,58569.02274833,14.046,0.018104970116422488,13.173,25
P14400,327.0,58779.464497299996,14.061499999999999,0.01757950063644307,13.1735,32
P14400,329.0,59300.59640986,14.017,0.016389353545906732,13.134,23
P14400,331.0,59586.38637063,14.126000000000001,0.02089449781135847,13.185500000000001,22
P14400,333.0,60028.68646193,14.006,0.020833574990221745,13.125,27
P14400,335.0,60238.98039735,13.993,0.07343325046142342,13.187,13
P14400,336.0,60396.324536795,14.0755,0.0214033994759017,13.1235,14
P14413,316.0,56953.676822395006,14.712,0.03421376373090886,13.678,10
P14413,317.0,57121.18471988,14.753,0.07551246285081112,13.805,11
P14413,318.0,57315.62047596,14.845,0.05613255083970677,13.741,11
P14413,319.0,57480.14660683,14.875,0.035457684661465975,13.821,11
P14413,320.0,57679.74316409,14.857,0.06650748549169172,13.71,13
P14413,321.0,57840.7632012,14.802,0.03889463969795875,13.649,13
P14413,322.0,58046.735468225,14.8395,0.17203326338275446,13.791,12
P14413,323.0,58201.539444769995,14.911,0.0376271385755853,13.809000000000001,22
P14413,325.0,58489.606256015,14.9005,0.024914327752459175,13.8535,24
P14413,327.0,58778.156546825,14.775,0.03369912454625142,13.8,30
P14413,329.0,59299.22338773,14.7945,0.04535289701797979,13.6975,22
P14413,331.0,59506.89813822,14.749,0.048216569776402,13.673,23
P14413,333.0,59950.764376495004,14.767,0.030007359372044497,13.699,22
P14413,335.0,60237.75158589,14.798,0.051798282900510854,13.757,11
P14413,336.0,60395.102282424996,14.891,0.042330652715314596,13.735,12
P14430,316.0,56943.48081594,12.723,0.011416645529392748,12.089,19
P14430,317.0,57113.44141917,12.654,0.01246744435962459,11.968,13
P14430,318.0,57307.97579096,12.701,0.009884157398408722,12.025500000000001,12
P14430,319.0,57472.48255592999,12.933,0.015051035443638951,12.239,12
P14430,320.0,57672.173656065,12.743500000000001,0.014304904052791187,12.124,12
P14430,321.0,57833.10530933,12.851,0.016690346209802996,12.215,9
P14430,322.0,58037.828555695,12.940000000000001,0.017564913456858504,12.296,18
P14430,323.0,58193.689608385,12.8485,0.017548189252316243,12.193999999999999,6
P14430,324.0,58403.25035458,12.952,0.008035741638954014,12.277,13
P14430,325.0,58560.32486438,13.062,0.021192051253437736,12.437999999999999,16
P14430,326.0,58767.58789375,12.807,0.014941792775653164,12.193,13
P14430,327.0,58924.840444295,12.715499999999999,0.009861859786022496,12.1135,12
P14430,329.0,59134.847610259996,12.586500000000001,0.015696463217560342,11.942,26
P14430,331.0,59499.248955605,12.7655,0.01004534067676955,12.0735,22
P14430,333.0,59863.4485767,12.792,0.014892602260831984,12.12,23
P14430,335.0,60230.69578718,12.957,0.013508708974543433,12.277,23
P14431,316.0,56949.06929147,13.76,0.027194505958769457,12.649,15
P14431,317.0,57116.52809439,13.735,0.02029784536011032,12.651,13
P14431,318.0,57311.057504,13.7485,0.02040856346644124,12.684000000000001,12
P14431,319.0,57475.62927628,13.769,0.02067355008628599,12.633,13
P14431,320.0,57675.21870104,13.742,0.017667175426310983,12.689,13
P14431,321.0,57836.18397432,13.806,0.03474001750023072,12.685,11
P14431,322.0,58042.213819365,13.7665,0.016825985384246723,12.663,12
P14431,323.0,58196.73389066,13.739,0.019591349536633954,12.6405,12
P14431,324.0,58406.4557072,13.764,0.03325960591994663,12.65,13
P14431,325.0,58563.85868229,13.749,0.03376743986285351,12.65,11
P14431,327.0,58777.53004499,13.75,0.016246359058553775,12.64,27
P14431,329.0,59291.84154049,13.73,0.014785169873282218,12.666,29
P14431,331.0,59502.44984654,13.784,0.013434167851774375,12.699,25
P14431,333.0,59946.468245669996,13.7695,0.01735287043340804,12.696,26
P14431,335.0,60233.80053909,13.757,0.016935634081562418,12.71,23
P14431,336.0,60390.47596407,13.756,0.01951962144910684,12.663,12
P14432,316.0,56948.21536343,14.944,0.058550716200698114,13.985,19
P14432,317.0,57115.77208778,14.966000000000001,0.07356983576806306,14.1435,12
P14432,318.0,57310.271445620005,15.036000000000001,0.06607700706565905,14.0425,12
P14432,319.0,57474.84194368,15.165,0.07304520608456021,14.124,11
P14432,320.0,57674.4336589,15.124,0.05978350638821733,14.476,9
P14432,321.0,57835.46272848,15.202,0.09106670617071595,14.347,11
P14432,322.0,58041.330985605004,15.2625,0.0747348545391501,14.68,16
P14432,323.0,58196.01302731,15.491,0.042120763497900886,14.6425,10
P14432,324.0,58405.63883456,15.291,0.05070794721984862,14.661000000000001,12
P14432,325.0,58563.007236625,15.361,0.1039228935438009,14.680499999999999,12
P14432,326.0,58769.68120081,15.373,0.07409764586606042,14.748,7
P14432,327.0,58926.900645165006,15.3655,0.050973959117816055,14.7545,18
P14432,329.0,59290.92547102,15.281,0.04320296287619798,14.353,25
P14432,331.0,59579.85374271,15.304,0.052862786605028377,14.536000000000001,24
P14432,333.0,59869.90269891,15.069,0.06414422050691947,14.312,25
P14432,335.0,60386.743812985005,15.076,0.03487622097194864,14.347,32
P14440,316.0,56949.39998797,13.972,0.018607766880973323,13.373,13
P14440,317.0,57116.92004093,13.894,0.03306919292203818,13.323,11
P14440,318.0,57311.32185799,13.7555,0.031758932518287396,13.188500000000001,12
P14440,319.0,57475.856702435005,14.117,0.033343906372182014,13.513,12
P14440,320.0,57675.54825297,14.226,0.031621395141377046,13.76,11
P14440,321.0,57836.57490374,14.032,0.018810744201458136,13.567,13
P14440,322.0,58042.57571372,13.896,0.030427452000733227,13.325,11
P14440,323.0,58197.15690267,13.815,0.021072855927347978,13.265,13
P14440,324.0,58406.75221347,14.025500000000001,0.03945032493237224,13.5595,14
P14440,325.0,58564.0530001,14.155,0.02943609404971781,13.576,11
P14440,327.0,58852.640876965,14.1855,0.019089470164730744,13.81,24
P14440,329.0,59291.97040657,14.059,0.0380856123307817,13.537,23
P14440,331.0,59659.14994526999,14.221,0.02838865853984257,13.839,22
P14440,333.0,59866.96972488,14.293,0.01988374307481391,13.997,25
P14440,335.0,60233.54369856,14.267,0.04502232349415481,13.93,13
P14440,336.0,60390.82799003,14.251,0.07546207583779663,14.011,11
P14468,316.0,56948.60794618,14.119,0.023816615586178445,13.285,15
P14468,317.0,57116.0695495,14.163,0.022460992345214755,13.413,13
P14468,318.0,57310.59730387,14.219999999999999,0.026087566571000073,13.401,14
P14468,319.0,57475.17162256,14.189,0.021462901423285097,13.418,11
P14468,320.0,57674.82458792,14.279,0.046417809326030963,13.386,13
P14468,321.0,57835.759427394994,14.2345,0.02665214713345735,13.411999999999999,12
P14468,322.0,58041.78710993,14.253,0.028646001703100638,13.496,15
P14468,323.0,58196.37505065,14.298,0.025231970097677078,13.417,13
P14468,324.0,58405.96392825,14.244,0.031742569384673236,13.4465,14
P14468,325.0,58563.40179348,14.247,0.0434924260692973,13.441,13
P14468,326.0,58769.8099394,14.223,0.06867275863647303,13.477,3
P14468,327.0,58926.96807059,14.261,0.026999542765228653,13.492,23
P14468,329.0,59214.504972534996,14.3475,0.014772140875763746,13.578,28
P14468,331.0,59580.180428385,14.3565,0.025200867501406918,13.6145,26
P14468,333.0,59866.18443218,14.347,0.02544305795491492,13.606,29
P14468,335.0,60386.84243633,14.344,0.02092193370002767,13.536,31
P14468,336.0,60390.444575275,14.248999999999999,0.03985634128913229,13.562000000000001,6
P14475,316.0,56949.98981712,13.741,0.021074399588997022,13.036,13
P14475,317.0,57117.44722053,13.734,0.029313725523034337,13.067,13
P14475,318.0,57311.87737061,13.717,0.01734716214938649,12.961,11
P14475,319.0,57476.448570780005,13.676,0.022747076159147315,12.969999999999999,14
P14475,320.0,57676.13579266,13.534,0.016526507838396938,12.783,11
P14475,321.0,57837.00263406,13.505500000000001,0.01008100326186656,12.744,14
P14475,322.0,58043.097548935,13.587499999999999,0.022558059273782072,12.743,12
P14475,323.0,58197.61748559,13.756,0.027044806439932328,12.95,13
P14475,324.0,58407.30645221,13.753,0.01756121246199491,13.007,11
P14475,325.0,58564.64372109,13.843,0.028519025162933233,13.108,11
P14475,327.0,58852.935473285004,13.933499999999999,0.012726464578105659,13.292,24
P14475,329.0,59292.75684596,14.017,0.0158181687498109,13.361,23
P14475,331.0,59659.804965855,14.003,0.016727558947346517,13.391,24
P14475,333.0,60023.944833425005,13.943999999999999,0.021578149878506547,13.33,22
P14475,335.0,60234.12397779,13.883,0.019941597921609943,13.349,11
P14475,336.0,60391.40852397,13.977,0.023138381745937835,13.329,13
P14487,316.0,56955.354054225,13.667,0.026818833399382548,12.676,12
P14487,317.0,57122.8254744,13.715,0.024575521643609245,12.73,11
P14487,318.0,57317.3262974,13.713,0.02927171033066882,12.66,13
P14487,319.0,57481.78456043,13.67,0.020124206772587694,12.663,11
P14487,320.0,57681.774401245,13.7195,0.025539747595003937,12.718499999999999,18
P14487,321.0,57842.367031739996,13.73,0.02092439724099228,12.722,10
P14487,322.0,58048.503429355,13.754000000000001,0.019639350925603635,12.712,12
P14487,323.0,58205.59624784,13.797,0.038944825121074673,12.767,17
P14487,325.0,58491.3074276,13.769,0.01648611112397826,12.727,22
P14487,327.0,58779.82518145,13.815,0.015388628037301705,12.802,35
P14487,329.0,59144.36642999,13.803,0.01803424198384298,12.796,23
P14487,331.0,59512.159554465004,13.8045,0.015337079172861954,12.772,26
P14487,333.0,59875.70816127,13.79,0.014984115148407716,12.771,21
P14487,335.0,60239.43397505,13.756,0.025539135171375335,12.791,11
P14487,336.0,60396.74195074,13.744,0.022655924323785853,12.717,11
P14488,316.0,56955.25536733,12.33,0.0113773317975243,11.263,11
P14488,317.0,57122.727105725004,12.3275,0.009971009621537678,11.281,12
P14488,318.0,57317.09677045,12.308,0.010847133434117567,11.279,12
P14488,319.0,57481.751770815,12.317,0.010496588256598103,11.278,12
P14488,320.0,57681.41409941,12.332,0.009556135529175008,11.3015,18
P14488,321.0,57842.2688536,12.323,0.015528318407298519,11.289,11
P14488,322.0,58048.372525864994,12.276499999999999,0.005961830536515567,11.257,12
P14488,323.0,58205.400019609995,12.256499999999999,0.012731393443571102,11.2485,18
P14488,325.0,58491.176587869995,12.2025,0.006160508431656815,11.209,22
P14488,327.0,58779.82505409,12.207,0.005738489966821127,11.205,37
P14488,329.0,59222.481037995,12.1985,0.007583456285757703,11.206,26
P14488,331.0,59512.094102835,12.172,0.008923048144731608,11.1775,24
P14488,333.0,60028.94572242,12.194,0.0062301597652203115,11.188,21
P14488,335.0,60239.3045997,12.254,0.01980763283270133,11.229,11
P14488,336.0,60396.645237515,12.281500000000001,0.00910130966070684,11.2285,12
P14494,316.0,56947.22722071,14.278,0.015460107876216206,13.271,25
P14494,317.0,57115.248664700004,14.328,0.06189778251535115,13.247,14
P14494,318.0,57309.64653365,14.417,0.016548317900630456,13.26,13
P14494,319.0,57474.2211691,14.4525,0.03860828041834223,13.43,16
P14494,320.0,57673.90775106,14.577,0.03250457464064739,13.543,13
P14494,321.0,57834.842462245,14.564,0.022794204779732322,13.5215,12
P14494,322.0,58040.412624615,14.62,0.02684864567459278,13.5195,24
P14494,323.0,58195.45808598,14.539,0.03024206505903407,13.538,13
P14494,324.0,58405.08071257,14.491,0.05285536527375914,13.5915,13
P14494,325.0,58562.42027208,14.509,0.04245678088926321,13.518,13
P14494,326.0,58769.319497720004,14.435,0.033075839527933,13.4235,12
P14494,327.0,58926.607895215,14.4445,0.026094004672331764,13.469999999999999,12
P14494,329.0,59213.654992095,14.551,0.024263985278283363,13.545,30
P14494,331.0,59501.14195966,14.507,0.0400800689412252,13.528,25
P14494,333.0,59869.8357192,14.488,0.018233048992900805,13.485,27
P14494,335.0,60386.23076751,14.446,0.016687406988843752,13.454,38
